Date,symbol,DATE_OF_LAST_EXECUTIVE_CHANGE,TOT_STK_AWD_GIVEN_TO_CEO_EQUIV,TOT_OPT_AWD_GIVEN_TO_CEO_EQUIV,TOT_BONUSES_PAID_TO_CEO_EQUIV,TOT_N_EQT_INCENT_GVN_TO_CEO_EQ,COMP_LKD_LAST_CEO_&_EQUIV_CHG_D,ALL_OTHER_COMP_AW_TO_CEO_EQUIV
2022-12-31,CAG UN Equity,20210802,7976396,0,0,2198543.0,20150406,8479511.0
2021-12-31,CAG UN Equity,20181023,7722276,0,0,2357319.0,20150406,8182242.0
2020-12-31,CAG UN Equity,20181023,7630602,0,0,2649635.0,20150406,7987043.0
2019-12-31,CAG UN Equity,20181023,11173754,0,0,1611404.0,20150406,11589036.0
2018-12-31,CAG UN Equity,20160829,6676835,0,0,2250000.0,20150406,7080963.0
2017-12-31,CAG UN Equity,20161110,4628385,1246952,0,2314950.0,20150406,6353327.0
2016-12-31,CAG UN Equity,20150501,4396589,1032499,0,3258750.0,20150406,5587060.0
2015-12-31,CAG UN Equity,20150531,6627961,4032284,0,0.0,20150406,13795567.0
2014-12-31,CAG UN Equity,20130901,2636426,2239324,0,550000.0,20051001,7480934.0
2023-12-31,ED UN Equity,20210101,6661780,0,0,2261250.0,20201229,12569788.0
2022-12-31,ED UN Equity,20210101,6076950,0,0,2136900.0,20201229,6159564.0
2021-12-31,ED UN Equity,20210101,5551295,0,0,1967200.0,20201229,7124998.0
2020-12-31,ED UN Equity,20201231,7792690,0,0,2117000.0,20201231,18995478.0
2019-12-31,ED UN Equity,20191231,5912304,0,0,1621400.0,20140101,12387218.0
2018-12-31,ED UN Equity,20171202,4968812,0,0,1675400.0,20140101,6793791.0
2017-12-31,ED UN Equity,20171231,5507622,0,0,1864800.0,20140101,12926028.0
2016-12-31,ED UN Equity,20140101,6176408,0,0,2237200.0,20140101,11344437.0
2015-12-31,ED UN Equity,20151001,3987654,0,0,1776600.0,20140101,8077723.0
2014-12-31,ED UN Equity,20140101,3055887,0,0,1711100.0,20140101,6834588.0
2023-12-31,GLW UN Equity,20231231,11355517,0,0,1968325.0,20050428,12079328.0
2022-12-31,GLW UN Equity,20220218,10661224,0,0,3479983.0,20050428,11136409.0
2021-12-31,GLW UN Equity,20200808,8023645,0,0,10820127.0,20050428,8453257.0
2020-12-31,GLW UN Equity,20200808,8417516,151467,0,7549868.0,20050428,10250640.0
2019-12-31,GLW UN Equity,20181231,2437491,1262629,0,3963645.0,20050428,8862405.0
2018-12-31,GLW UN Equity,20181231,2250004,1068905,0,9496910.0,20050428,4011392.0
2017-12-31,GLW UN Equity,20171231,2062503,1154705,0,9240173.0,20050428,6257431.0
2016-12-31,GLW UN Equity,20150901,2062491,963399,0,5750512.0,20050428,4221003.0
2015-12-31,GLW UN Equity,20151231,1999990,1116499,0,4407018.0,20050428,4678874.0
2014-12-31,GLW UN Equity,20101231,1750004,1037315,0,3991718.0,20050428,7780820.0
2023-12-31,CMI UN Equity,20231231,6186989,0,0,3266250.0,20220801,8079818.0
2022-12-31,CMI UN Equity,20221104,9503402,0,0,6383333.0,20220801,9810379.0
2021-12-31,CMI UN Equity,20210301,6879016,0,0,6225300.0,20120101,7845619.0
2020-12-31,CMI UN Equity,20191016,2567468,2431255,0,5253600.0,20120101,10823918.0
2019-12-31,CMI UN Equity,20191016,3226013,3074163,0,7793200.0,20120101,15781051.0
2018-12-31,CMI UN Equity,20140708,2384204,2126071,0,6574400.0,20120101,9275078.0
2017-12-31,CMI UN Equity,20140708,2805420,3146501,0,5662700.0,20120101,9349961.0
2016-12-31,CMI UN Equity,20140708,2277822,3332840,0,3106075.0,20120101,8938781.0
2015-12-31,CMI UN Equity,20140708,2337425,2174854,0,3070638.0,20120101,7871587.0
2014-12-31,CMI UN Equity,20141231,2636666,2233767,0,3318550.0,20120101,10216005.0
2023-12-31,CZR UW Equity,20200721,12161765,0,0,4112000.0,20190101,12498359.0
2022-12-31,CZR UW Equity,20200721,24616624,0,0,4400000.0,20190101,24949920.0
2021-12-31,CZR UW Equity,20200721,7391597,0,5000000,8000000.0,20190101,7576517.0
2020-12-31,CZR UW Equity,20190502,11970501,0,0,0.0,20190101,11995680.0
2019-12-31,CZR UW Equity,20190502,8004858,0,0,3114375.0,20190101,8133917.0
2018-12-31,CZR UW Equity,20170501,2530000,0,0,1890625.0,20140919,2576959.0
2017-12-31,CZR UW Equity,20170501,1900000,0,0,1102000.0,20140919,1907660.0
2016-12-31,CZR UW Equity,20160826,902676,0,0,723750.0,20140919,907545.0
2015-12-31,CZR UW Equity,20140919,608668,0,0,716800.0,20140919,615837.0
2014-12-31,CZR UW Equity,20140919,0,0,200000,0.0,20140919,3747.0
2023-12-31,DHR UN Equity,20220401,8068474,7509417,0,3541200.0,20200901,16062082.0
2022-12-31,DHR UN Equity,20210131,7239213,7029061,0,4222400.0,20200901,14673627.0
2021-12-31,DHR UN Equity,20210131,5124383,6260494,0,4128000.0,20200901,11824267.0
2020-12-31,DHR UN Equity,20200901,9877687,8456427,0,5627136.0,20200901,19232514.0
2019-12-31,DHR UN Equity,20190101,6842328,5476607,0,4000000.0,20140909,12893200.0
2018-12-31,DHR UN Equity,20171128,5516165,4478180,0,3604176.0,20140909,10520865.0
2017-12-31,DHR UN Equity,20170101,5559897,4413654,0,3100000.0,20140909,10486341.0
2016-12-31,DHR UN Equity,20160702,4095424,3762923,0,3500000.0,20140909,8368801.0
2015-12-31,DHR UN Equity,20151201,3473408,3048142,0,2600000.0,20140909,6995548.0
2014-12-31,DHR UN Equity,20140909,10459780,4333825,2101918,1900000.0,20140909,16043217.0
2023-12-31,TGT UN Equity,20200115,14476318,0,693000,450240.0,20140812,15121656.0
2022-12-31,TGT UN Equity,20191101,13749937,0,1201200,2795240.0,20140812,14362326.0
2021-12-31,TGT UN Equity,20191101,13749937,0,1201200,2795240.0,20140812,14362326.0
2020-12-31,TGT UN Equity,20191101,13623153,0,0,3322667.0,20140812,14215696.0
2019-12-31,TGT UN Equity,20190110,9995883,0,0,5266195.0,20140812,10553259.0
2018-12-31,TGT UN Equity,20160104,0,2000001,0,4836000.0,20140812,2263210.0
2017-12-31,TGT UN Equity,20160822,9650837,0,0,0.0,20140812,9981369.0
2016-12-31,TGT UN Equity,20150901,13422958,0,0,1950000.0,20140812,13696337.0
2015-12-31,TGT UN Equity,20140823,31910490,0,448390,0.0,20140812,28589061.0
2014-12-31,TGT UN Equity,20121031,10224120,0,0,0.0,20080501,11453214.0
2023-12-31,D UN Equity,20230801,2084904,0,0,1528800.0,20201001,3525035.0
2022-12-31,D UN Equity,20221124,3320036,0,0,2023514.0,20201001,3546471.0
2021-12-31,D UN Equity,20210401,3250001,0,0,2288232.0,20201001,4647851.0
2020-12-31,D UN Equity,20201001,8850091,0,0,10804439.0,20201001,10792012.0
2019-12-31,D UN Equity,20191201,5741884,0,0,7336680.0,20060101,8365363.0
2018-12-31,D UN Equity,20181101,5741867,0,0,7451188.0,20060101,5950262.0
2017-12-31,D UN Equity,20170511,5219903,0,0,7240125.0,20060101,6708193.0
2016-12-31,D UN Equity,20161231,5117547,0,0,5282476.0,20060101,6501006.0
2015-12-31,D UN Equity,20151231,4450009,0,0,3571032.0,20060101,4630783.0
2014-12-31,D UN Equity,20130228,5700063,0,0,10038797.0,20060101,9162404.0
2023-12-31,DOV UN Equity,20200107,8086100,5209390,1999920,0.0,20180501,13502681.0
2022-12-31,DOV UN Equity,20200107,6213263,4201489,1951101,0.0,20180501,10930901.0
2021-12-31,DOV UN Equity,20200107,5808134,3580475,2964000,0.0,20180501,9886860.0
2020-12-31,DOV UN Equity,20190729,6024137,2674529,1722825,0.0,20180501,9042013.0
2019-12-31,DOV UN Equity,20191231,2800022,3232903,1665000,0.0,20180501,6284075.0
2018-12-31,DOV UN Equity,20180501,22284381,3404697,2000000,0.0,20180501,26470792.0
2017-12-31,DOV UN Equity,20140228,3249925,2931076,2305000,0.0,20140201,8696369.0
2016-12-31,DOV UN Equity,20140228,3149953,2874801,1380000,0.0,20140201,7668211.0
2015-12-31,DOV UN Equity,20140228,3149941,3534253,1438125,269940.0,20140201,7535711.0
2014-12-31,DOV UN Equity,20140501,3100066,4232011,1850000,2499400.0,20140201,10474191.0
2023-12-31,STLD UW Equity,20231017,5023287,0,0,5197500.0,20120101,5141162.0
2022-12-31,STLD UW Equity,20220331,4646697,0,0,5005000.0,20120101,4799457.0
2021-12-31,STLD UW Equity,20210524,4993421,1000012,0,3475000.0,20120101,6134918.0
2020-12-31,STLD UW Equity,20190201,5072526,1000005,0,3475000.0,20120101,6111625.0
2019-12-31,STLD UW Equity,20190201,4112527,1731633,0,3375000.0,20120101,5890111.0
2018-12-31,STLD UW Equity,20160331,3212028,2459584,0,3125000.0,20120101,5741690.0
2017-12-31,STLD UW Equity,20160331,4062647,1107154,0,2587500.0,20120101,5215557.0
2016-12-31,STLD UW Equity,20160331,2609140,383040,0,2525000.0,20120101,3028182.0
2015-12-31,STLD UW Equity,20130101,1319140,0,0,0.0,20120101,1332619.0
2014-12-31,STLD UW Equity,20130101,1979483,0,0,2370000.0,20120101,2004503.0
2023-12-31,DUK UN Equity,20160131,16021168,0,0,1739063.0,20130601,17320812.0
2022-12-31,DUK UN Equity,20220901,15879501,0,0,2730073.0,20130601,17142936.0
2021-12-31,DUK UN Equity,20210501,11196187,0,0,3288915.0,20130601,11771821.0
2020-12-31,DUK UN Equity,20191001,11431738,0,0,1169578.0,20130601,11984320.0
2019-12-31,DUK UN Equity,20191001,10122579,0,0,2793389.0,20130601,10852247.0
2018-12-31,DUK UN Equity,20160930,9873135,0,0,2268961.0,20130601,10363999.0
2017-12-31,DUK UN Equity,20160930,17244803,0,0,2110736.0,20130601,17963533.0
2016-12-31,DUK UN Equity,20160930,9128876,0,0,2676465.0,20130601,9825462.0
2015-12-31,DUK UN Equity,20150630,7565830,0,0,1572161.0,20130601,8027912.0
2014-12-31,DUK UN Equity,20140801,5290357,0,0,1126215.0,20130601,5979136.0
2023-12-31,ETN UN Equity,20220705,10029689,3012084,0,4032160.0,20160601,15020162.0
2022-12-31,ETN UN Equity,20220705,8058926,2443490,588000,1364160.0,20160601,10713881.0
2021-12-31,ETN UN Equity,20210401,9172627,2677140,0,2800000.0,20160601,15175940.0
2020-12-31,ETN UN Equity,20200601,8514256,2517413,1080000,0.0,20160601,15277401.0
2019-12-31,ETN UN Equity,20170301,8280171,2499904,0,1965600.0,20160601,16696764.0
2018-12-31,ETN UN Equity,20160601,6929798,2025739,0,2277000.0,20160601,11196841.0
2017-12-31,ETN UN Equity,20160601,5956210,1948435,0,2293117.0,20160601,11760022.0
2016-12-31,ETN UN Equity,20160601,16025131,3923631,0,3695015.0,20160601,25195506.0
2015-12-31,ETN UN Equity,20150901,6706502,2217968,0,5388549.0,20000801,9038987.0
2014-12-31,ETN UN Equity,20121203,2076331,2125427,0,6656495.0,20000801,8891257.0
2023-12-31,RVTY UN Equity,20220831,5775022,1921023,0,315563.0,20191230,7728522.0
2022-12-31,RVTY UN Equity,20220906,5512467,1836460,0,2152763.0,20191230,7374235.0
2021-12-31,RVTY UN Equity,20191230,4134370,1378134,0,3117188.0,20191230,5540933.0
2020-12-31,RVTY UN Equity,20191230,3117126,1038694,0,3947899.0,20191230,4170070.0
2019-12-31,RVTY UN Equity,20191229,4148370,1381079,0,5716366.0,20191229,9659188.0
2018-12-31,RVTY UN Equity,20180831,2765426,1380793,0,7930767.0,20080201,4933579.0
2017-12-31,RVTY UN Equity,20161003,2658000,1328158,0,4855874.0,20080201,5446523.0
2016-12-31,RVTY UN Equity,20161003,1771679,1771530,0,3886571.0,20080201,4581038.0
2015-12-31,RVTY UN Equity,20131202,1724983,1725027,0,3336426.0,20080201,4138676.0
2014-12-31,RVTY UN Equity,20140926,1691666,1691321,0,2654501.0,20080201,5273800.0
2023-12-31,EOG UN Equity,20231218,10496402,0,0,2520000.0,20211001,10869541.0
2022-12-31,EOG UN Equity,20211001,9648992,0,0,1867000.0,20211001,9906510.0
2021-12-31,EOG UN Equity,20211001,13924958,1027635,0,1232500.0,20211001,15687630.0
2020-12-31,EOG UN Equity,20171213,4430737,511899,0,1550000.0,20130701,5303146.0
2019-12-31,EOG UN Equity,20171213,8446069,901054,0,2025000.0,20130701,9713856.0
2018-12-31,EOG UN Equity,20181231,7536986,1538468,0,1822500.0,20130701,9219835.0
2017-12-31,EOG UN Equity,20171213,6000246,1673658,0,1562500.0,20130701,8051955.0
2016-12-31,EOG UN Equity,20160428,7547091,1655273,0,0.0,20130701,9525384.0
2015-12-31,EOG UN Equity,20150304,3928461,1391686,0,1200000.0,20130701,5609737.0
2014-12-31,EOG UN Equity,20140101,5788782,1978503,0,1600000.0,20130701,8041726.0
2023-12-31,AON UN Equity,20190712,21487348,0,0,0.0,20120402,22161834.0
2022-12-31,AON UN Equity,20190712,17497455,0,0,0.0,20120402,18168985.0
2021-12-31,AON UN Equity,20190712,15262436,0,0,2437500.0,20120402,15930884.0
2020-12-31,AON UN Equity,20200301,15880566,0,0,2242500.0,20120402,16551996.0
2019-12-31,AON UN Equity,20190604,13705798,0,0,0.0,20120402,14507843.0
2018-12-31,AON UN Equity,20180515,12694073,0,0,1300000.0,20120402,13363875.0
2017-12-31,AON UN Equity,20171231,11086351,0,0,1300000.0,20120402,11809682.0
2016-12-31,AON UN Equity,20131130,11064618,0,0,1950000.0,20120402,11784773.0
2015-12-31,AON UN Equity,20131130,25552082,0,0,1950000.0,20120402,26285220.0
2014-12-31,AON UN Equity,20131130,9880303,0,0,1950000.0,20120402,10541640.0
2023-12-31,EFX UN Equity,20230331,8080418,2019634,0,944110.0,20180416,10605698.0
2022-12-31,EFX UN Equity,20210228,28080015,7019934,0,233078.0,20180416,35512775.0
2021-12-31,EFX UN Equity,20210228,8079933,2020085,0,3600000.0,20180416,10965575.0
2020-12-31,EFX UN Equity,20190211,6075108,2024985,0,3115385.0,20180416,9028147.0
2019-12-31,EFX UN Equity,20191202,7749940,3250073,0,1407465.0,20180416,11374087.0
2018-12-31,EFX UN Equity,20180720,15591143,3516632,500000,1220221.0,20180416,20769638.0
2017-12-31,EFX UN Equity,20170926,8678281,1470080,0,0.0,20170926,17713293.0
2016-12-31,EFX UN Equity,20151130,7323095,0,0,3045000.0,20051215,10469563.0
2015-12-31,EFX UN Equity,20151130,8315508,0,0,3045000.0,20051215,8427711.0
2014-12-31,EFX UN Equity,20140521,6159236,0,0,2345184.0,20051215,10084491.0
2023-12-31,EQT UN Equity,20230724,9550925,0,0,1050000.0,20190710,9550925.0
2022-12-31,EQT UN Equity,20200103,10820736,0,0,780000.0,20190710,10820736.0
2021-12-31,EQT UN Equity,20200103,15119762,0,0,1800000.0,20190710,15119762.0
2020-12-31,EQT UN Equity,20200103,4516514,1610000,0,1400000.0,20190710,6126514.0
2019-12-31,EQT UN Equity,20190829,6589296,1478925,0,527474.0,20190710,12134393.0
2018-12-31,EQT UN Equity,20181130,9829695,2288493,250000,715500.0,20181112,13555539.0
2017-12-31,EQT UN Equity,20170807,4208670,1042944,500000,2000000.0,20170301,5906490.0
2016-12-31,EQT UN Equity,20160321,4926468,1133118,0,2500000.0,20100421,6428648.0
2015-12-31,EQT UN Equity,20151202,6690025,1072610,1000000,2100000.0,20100421,8156248.0
2014-12-31,EQT UN Equity,20131231,4169644,1059100,0,2275000.0,20100421,5628900.0
2023-12-31,IQV UN Equity,20230925,16405071,4752781,0,4779661.0,20161003,22572091.0
2022-12-31,IQV UN Equity,20200801,16193875,5195083,0,5997864.0,20161003,22337165.0
2021-12-31,IQV UN Equity,20200801,14108891,4425579,0,7200000.0,20161003,19615851.0
2020-12-31,IQV UN Equity,20200801,8316609,7599668,0,6522980.0,20161003,17409673.0
2019-12-31,IQV UN Equity,20180301,6599377,6026709,0,6600000.0,20161003,13855306.0
2018-12-31,IQV UN Equity,20180301,3911254,3637456,0,6300000.0,20161003,8561779.0
2017-12-31,IQV UN Equity,20171115,26391942,2984594,0,6000000.0,20161003,30429517.0
2016-12-31,IQV UN Equity,20161202,10311869,2609323,0,6000000.0,20161003,19806954.0
2015-12-31,IQV UN Equity,20151231,625016,2365844,0,1225000.0,20130101,2994379.0
2014-12-31,IQV UN Equity,20140630,0,0,0,1600000.0,20130101,24423.0
2023-12-31,FDX UN Equity,20220601,2251294,3712859,250000,3998750.0,20220601,7701073.0
2022-12-31,FDX UN Equity,20220531,0,7160341,0,819224.0,20220531,8364410.0
2021-12-31,FDX UN Equity,20201231,0,8784094,0,3427430.0,20000121,9931982.0
2020-12-31,FDX UN Equity,20190316,0,7404485,0,0.0,20000121,9950326.0
2019-12-31,FDX UN Equity,20190228,0,7747212,0,6302000.0,20000121,8286413.0
2018-12-31,FDX UN Equity,20170201,0,7134484,0,7656161.0,20000121,7667025.0
2017-12-31,FDX UN Equity,20170201,763626,7623763,75000,10392642.0,20170201,9603434.0
2016-12-31,FDX UN Equity,20070131,803745,8786105,0,10562277.0,20000201,10856038.0
2015-12-31,FDX UN Equity,20070131,737104,9563442,0,1580284.0,20000201,17262941.0
2014-12-31,FDX UN Equity,20070131,713895,7785264,0,7981901.0,20000201,10469917.0
2023-12-31,BRO UN Equity,20200106,2941861,0,0,5500000.0,20090701,3286745.0
2022-12-31,BRO UN Equity,20200106,2953648,0,0,2501000.0,20090701,3240633.0
2021-12-31,BRO UN Equity,20200106,2940017,0,1020000,3980000.0,20090701,3201035.0
2020-12-31,BRO UN Equity,20141231,2948008,0,0,3017000.0,20090701,3198838.0
2019-12-31,BRO UN Equity,20141231,1946101,0,250000,1750000.0,20090701,2178025.0
2018-12-31,BRO UN Equity,20141231,1943526,0,0,1038000.0,20090701,2151041.0
2017-12-31,BRO UN Equity,20141231,1452488,0,0,2000000.0,20090701,1629634.0
2016-12-31,BRO UN Equity,20141231,1249963,0,0,1524000.0,20090701,1393631.0
2015-12-31,BRO UN Equity,20150916,399993,0,0,958000.0,20090701,518136.0
2014-12-31,BRO UN Equity,20141231,499991,0,217460,1304400.0,20090701,612310.0
2023-12-31,F UN Equity,20231031,20329795,0,0,2399040.0,20201001,22370993.0
2022-12-31,F UN Equity,20220930,15145381,0,0,2754000.0,20201001,16542146.0
2021-12-31,F UN Equity,20210913,16078486,0,0,3672000.0,20201001,17441174.0
2020-12-31,F UN Equity,20201015,12998287,9809340,0,1277100.0,20201001,24028459.0
2019-12-31,F UN Equity,20191231,13188269,0,0,1749600.0,20170522,13805906.0
2018-12-31,F UN Equity,20170601,12743125,0,0,2592000.0,20170522,13360835.0
2017-12-31,F UN Equity,20170601,24331650,0,1000000,5700000.0,20170522,31137502.0
2016-12-31,F UN Equity,20150101,14298356,0,0,2736000.0,20140701,17578998.0
2015-12-31,F UN Equity,20150101,12133338,0,0,3465000.0,20140701,13361946.0
2014-12-31,F UN Equity,20140701,13987483,9999988,0,6370000.0,20140701,31943624.0
2023-12-31,NEE UN Equity,20230905,10568909,2599993,0,4636800.0,20220301,14379324.0
2022-12-31,NEE UN Equity,20220331,8436431,2187500,0,4500000.0,20220301,11430996.0
2021-12-31,NEE UN Equity,20190301,14166104,3225000,0,4992000.0,20120701,18783936.0
2020-12-31,NEE UN Equity,20190301,13076826,3024983,0,4800000.0,20120701,17420707.0
2019-12-31,NEE UN Equity,20190301,11744534,2825000,0,4570400.0,20120701,15857197.0
2018-12-31,NEE UN Equity,20160304,11611417,2624993,0,4480000.0,20120701,15478742.0
2017-12-31,NEE UN Equity,20160304,9607113,2437497,0,4320000.0,20120701,13141693.0
2016-12-31,NEE UN Equity,20160304,9629404,1156993,0,3732300.0,20120701,11726471.0
2015-12-31,NEE UN Equity,20140523,8822818,1072493,0,3275000.0,20120701,10746939.0
2014-12-31,NEE UN Equity,20140523,6656308,825497,0,2780528.0,20120701,8187768.0
2023-12-31,GD UN Equity,20230101,11246277,4649716,0,4287000.0,20130101,16595776.0
2022-12-31,GD UN Equity,20190701,10592081,4499650,0,4089000.0,20130101,15689167.0
2021-12-31,GD UN Equity,20190701,11045739,4350097,0,6074000.0,20130101,15808611.0
2020-12-31,GD UN Equity,20190701,10070467,4139834,0,2872000.0,20130101,14871499.0
2019-12-31,GD UN Equity,20150731,8630680,3746192,0,3482000.0,20130101,13246204.0
2018-12-31,GD UN Equity,20181231,7000052,6999708,0,4727000.0,20130101,14408254.0
2017-12-31,GD UN Equity,20150101,6999332,7000390,0,5300000.0,20130101,14616429.0
2016-12-31,GD UN Equity,20150101,7079144,7077746,0,5150000.0,20130101,14623077.0
2015-12-31,GD UN Equity,20150101,6856781,6855267,4850000,0.0,20130101,13990354.0
2014-12-31,GD UN Equity,20141231,6460752,6464027,4250000,0.0,20130101,13578084.0
2023-12-31,GIS UN Equity,20220606,6508460,2204316,0,3622500.0,20170601,11513146.0
2022-12-31,GIS UN Equity,20220131,5357925,1323981,0,3550500.0,20170601,7465695.0
2021-12-31,GIS UN Equity,20201205,5250176,1139706,0,2506500.0,20170601,11816182.0
2020-12-31,GIS UN Equity,20200201,5250088,1156895,0,3710100.0,20170601,10885823.0
2019-12-31,GIS UN Equity,20180424,3000119,1742297,0,1824000.0,20170601,6831417.0
2018-12-31,GIS UN Equity,20171231,6000067,2556336,0,1163520.0,20171231,9632627.0
2017-12-31,GIS UN Equity,20161231,4086646,2703034,0,811253.0,20070924,7116604.0
2016-12-31,GIS UN Equity,20140501,3423719,1796295,0,2258568.0,20070924,7532822.0
2015-12-31,GIS UN Equity,20140630,3416985,1858710,0,1681054.0,20070924,10548357.0
2014-12-31,GIS UN Equity,20140501,3537659,1778404,0,1655132.0,20070924,8783635.0
2023-12-31,GPC UN Equity,20230701,6500088,0,0,1689356.0,20160501,8463918.0
2022-12-31,GPC UN Equity,20220601,6000061,0,0,2917910.0,20160501,6222529.0
2021-12-31,GPC UN Equity,20210115,5600018,0,0,2910050.0,20160501,7690654.0
2020-12-31,GPC UN Equity,20200218,2999937,0,0,1531095.0,20160501,5867513.0
2019-12-31,GPC UN Equity,20190422,2999939,0,0,1549740.0,20160501,5457833.0
2018-12-31,GPC UN Equity,20180820,1800204,0,0,1512597.0,20160501,2703982.0
2017-12-31,GPC UN Equity,20170630,1125185,375023,0,1144036.0,20160501,2774200.0
2016-12-31,GPC UN Equity,20160501,2119050,706522,0,3322740.0,20160501,7861974.0
2015-12-31,GPC UN Equity,20151231,1318906,439504,0,2034213.0,20040816,3051671.0
2014-12-31,GPC UN Equity,20130401,1315020,443362,0,2182916.0,20040816,6856145.0
2023-12-31,GWW UN Equity,20230913,6631385,0,0,2112000.0,20161001,6948673.0
2022-12-31,GWW UN Equity,20210112,5734290,0,0,2920500.0,20161001,5947158.0
2021-12-31,GWW UN Equity,20210112,5241816,0,0,2343000.0,20161001,5582369.0
2020-12-31,GWW UN Equity,20201231,4761519,0,0,1303316.0,20161001,5202971.0
2019-12-31,GWW UN Equity,20191130,2901333,2081098,0,1074161.0,20161001,5537791.0
2018-12-31,GWW UN Equity,20180502,4086887,3100501,0,1842464.0,20161001,7583380.0
2017-12-31,GWW UN Equity,20170901,2634042,1643409,0,1210250.0,20161001,4733609.0
2016-12-31,GWW UN Equity,20161001,4611881,4582936,0,1959018.0,20161001,9665951.0
2015-12-31,GWW UN Equity,20150801,2266070,3063077,0,715165.0,20080601,5662253.0
2014-12-31,GWW UN Equity,20131231,1960612,3028115,0,1044325.0,20080601,5543635.0
2023-12-31,HAL UN Equity,20230313,7017625,0,0,10634648.0,20170601,7676744.0
2022-12-31,HAL UN Equity,20220502,7239220,0,0,14009829.0,20170601,7892488.0
2021-12-31,HAL UN Equity,20190201,6300070,0,0,14131664.0,20170601,7960318.0
2020-12-31,HAL UN Equity,20190201,9687697,0,0,9456914.0,20170601,11562471.0
2019-12-31,HAL UN Equity,20190201,3584073,0,0,5730380.0,20170601,5523234.0
2018-12-31,HAL UN Equity,20181231,3137712,1253184,0,9628708.0,20181231,5971190.0
2017-12-31,HAL UN Equity,20170622,29050187,2418996,0,23525296.0,20170601,35689527.0
2016-12-31,HAL UN Equity,20160705,3704968,1933767,0,7892090.0,20000816,8324823.0
2015-12-31,HAL UN Equity,20150101,3867735,2103341,0,5999513.0,20000816,8211816.0
2014-12-31,HAL UN Equity,20141231,3912000,2178163,0,10872600.0,20000816,8057557.0
2023-12-31,LHX UN Equity,20231211,10114106,3375035,0,3735500.0,20210629,14546439.0
2022-12-31,LHX UN Equity,20221017,13369758,4312578,0,3937500.0,20220629,19476984.0
2021-12-31,LHX UN Equity,20211231,16575916,5500024,0,5500000.0,20210629,22905504.0
2020-12-31,LHX UN Equity,20190701,8232063,2562504,0,2850000.0,20111101,11110345.0
2019-12-31,LHX UN Equity,20190701,15116431,7269545,0,5202500.0,20111101,24175315.0
2018-12-31,LHX UN Equity,20160211,6974118,2201394,0,2640000.0,20111101,10088613.0
2017-12-31,LHX UN Equity,20160211,4492551,4198276,0,2100000.0,20111101,9138651.0
2016-12-31,LHX UN Equity,20160211,5108799,4945794,0,2000000.0,20111101,10705977.0
2015-12-31,LHX UN Equity,20150701,1999543,1679005,0,1680567.0,20111101,4148352.0
2014-12-31,LHX UN Equity,20140430,2547275,2203452,0,1604252.0,20111101,5321976.0
2023-12-31,DOC UN Equity,20230131,5204310,0,0,1725000.0,20221006,5217510.0
2022-12-31,DOC UN Equity,20221101,10509231,0,0,3847363.0,20221006,24386659.0
2021-12-31,DOC UN Equity,20210731,7102283,0,0,3450000.0,20170101,7113883.0
2020-12-31,DOC UN Equity,20200101,8028215,0,592239,1592761.0,20170101,8039615.0
2019-12-31,DOC UN Equity,20190228,5928766,0,0,2968000.0,20170101,5939966.0
2018-12-31,DOC UN Equity,20180228,4811330,0,0,2786250.0,20170101,4833569.0
2017-12-31,DOC UN Equity,20170830,4550423,0,0,1683000.0,20170101,4878000.0
2016-12-31,DOC UN Equity,20161231,7203445,0,0,2000000.0,20161231,14100928.0
2015-12-31,DOC UN Equity,20150908,4682856,0,0,1385280.0,20131003,4693456.0
2014-12-31,DOC UN Equity,20140131,8539471,675005,0,2400000.0,20131003,9247318.0
2023-12-31,PODD UW Equity,20231020,7599900,1899897,0,2027760.0,20220601,9509697.0
2022-12-31,PODD UW Equity,20221231,20217534,2788388,0,2436750.0,20220601,23024222.0
2021-12-31,PODD UW Equity,20211231,6399587,1599792,0,970578.0,20190101,8008079.0
2020-12-31,PODD UW Equity,20200501,4399922,1076183,0,1081831.0,20190101,5484655.0
2019-12-31,PODD UW Equity,20190301,3300037,685085,0,1218645.0,20190101,3990340.0
2018-12-31,PODD UW Equity,20181231,3600064,833610,0,825000.0,20181231,8775967.0
2017-12-31,PODD UW Equity,20170530,5219000,833500,0,1399000.0,20140916,6060600.0
2016-12-31,PODD UW Equity,20161031,2750000,1250000,0,1330000.0,20140916,4006380.0
2015-12-31,PODD UW Equity,20150703,2759067,709533,0,844000.0,20140916,3477960.0
2014-12-31,PODD UW Equity,20141231,5415840,12006557,0,187000.0,20140916,18847808.0
2023-12-31,HSY UN Equity,20231023,8256692,0,0,2934176.0,20170301,11320033.0
2022-12-31,HSY UN Equity,20210223,7699321,0,0,4160000.0,20170301,8090049.0
2021-12-31,HSY UN Equity,20210223,7307707,0,0,4051730.0,20170301,10852840.0
2020-12-31,HSY UN Equity,20201208,6670261,0,0,2685985.0,20170301,15217828.0
2019-12-31,HSY UN Equity,20191015,6422295,0,0,2705043.0,20170301,12910666.0
2018-12-31,HSY UN Equity,20180331,4112889,1416300,0,1747950.0,20170301,8833065.0
2017-12-31,HSY UN Equity,20170501,8856956,2713941,0,1685432.0,20170301,17577596.0
2016-12-31,HSY UN Equity,20160602,5031976,1470896,0,2100725.0,20110517,9338098.0
2015-12-31,HSY UN Equity,20150810,3146305,2844073,0,1005930.0,20110517,8599453.0
