Date,symbol,DATE_OF_LAST_EXECUTIVE_CHANGE,TOT_STK_AWD_GIVEN_TO_CEO_EQUIV,TOT_OPT_AWD_GIVEN_TO_CEO_EQUIV,TOT_BONUSES_PAID_TO_CEO_EQUIV,TOT_N_EQT_INCENT_GVN_TO_CEO_EQ,COMP_LKD_LAST_CEO_&_EQUIV_CHG_D,ALL_OTHER_COMP_AW_TO_CEO_EQUIV
2016-12-31,CI UN Equity,20091201,6690115,6000012,0,1100000.0,20091201,12979857.0
2015-12-31,CI UN Equity,20091201,7105072,5800033,0,2860000.0,20091201,13258057.0
2014-12-31,CI UN Equity,20091201,5670023,5400023,0,1900000.0,20091201,11436260.0
2023-12-31,KMI UN Equity,20230801,11000016,0,0,850000.0,20230801,11066846.0
2022-12-31,KMI UN Equity,20200722,0,0,0,0.0,20150601,1461.0
2021-12-31,KMI UN Equity,20200722,18000005,0,0,0.0,20150601,18000258.0
2020-12-31,KMI UN Equity,20200722,0,0,0,0.0,20150601,0.0
2019-12-31,KMI UN Equity,20180418,0,0,0,0.0,20150601,7269.0
2018-12-31,KMI UN Equity,20180418,16000004,0,0,0.0,20150601,16908960.0
2017-12-31,KMI UN Equity,20150601,0,0,0,0.0,20150601,382025.0
2016-12-31,KMI UN Equity,20150601,0,0,0,0.0,20150601,287710.0
2015-12-31,KMI UN Equity,20150601,0,0,0,0.0,20150601,1071474.0
2014-12-31,KMI UN Equity,20130331,0,0,0,0.0,20110211,0.0
2023-12-31,C UN Equity,20230927,18701013,0,3675000,1562500.0,20210301,18720813.0
2022-12-31,C UN Equity,20210301,15533265,0,3450000,1562500.0,20210301,15551565.0
2021-12-31,C UN Equity,20210301,24996354,0,6350000,1562500.0,20210301,25100105.0
2020-12-31,C UN Equity,20191024,16202576,0,5260500,0.0,20121016,16223590.0
2019-12-31,C UN Equity,20191024,17237115,0,6750000,0.0,20121016,17258761.0
2018-12-31,C UN Equity,20140101,15912666,0,6750000,0.0,20121016,15933714.0
2017-12-31,C UN Equity,20140101,9831752,0,6450000,0.0,20121016,9851683.0
2016-12-31,C UN Equity,20140101,7645356,0,4200000,1848.0,20121016,7679910.0
2015-12-31,C UN Equity,20130301,6493169,0,6000000,586393.0,20121016,6512030.0
2014-12-31,C UN Equity,20130107,7727757,0,4600000,606924.0,20121016,7750275.0
2023-12-31,AIG UN Equity,20231001,10359302,3499989,0,9000000.0,20210301,14117936.0
2022-12-31,AIG UN Equity,20220331,62422889,3224990,0,7830000.0,20210301,65912276.0
2021-12-31,AIG UN Equity,20211231,15113970,8374989,0,9375000.0,20210301,23913217.0
2020-12-31,AIG UN Equity,20200101,9060331,3224992,0,4500000.0,20170514,12710374.0
2019-12-31,AIG UN Equity,20191231,8613966,2799997,0,5920000.0,20170514,11849637.0
2018-12-31,AIG UN Equity,20181204,11757189,4199993,0,3040000.0,20170514,16214669.0
2017-12-31,AIG UN Equity,20171130,19274477,16153000,17000000,2837333.0,20170514,45858136.0
2016-12-31,AIG UN Equity,20161231,7851287,0,0,0.0,20140901,7976535.0
2015-12-31,AIG UN Equity,20151210,8231460,0,0,2496000.0,20140901,8340437.0
2014-12-31,AIG UN Equity,20141231,13898104,0,0,6457334.0,20140901,14228928.0
2023-12-31,MO UN Equity,20200901,6600049,0,0,6720000.0,20200319,10458628.0
2022-12-31,MO UN Equity,20200901,6500044,0,0,8150000.0,20200319,6716367.0
2021-12-31,MO UN Equity,20200901,6000059,0,0,2754000.0,20200319,8622972.0
2020-12-31,MO UN Equity,20200901,11977082,0,0,2637900.0,20200414,25788808.0
2019-12-31,MO UN Equity,20190925,6000091,0,0,3478600.0,20180517,10689016.0
2018-12-31,MO UN Equity,20180601,6750070,0,0,3083300.0,20180517,9891784.0
2017-12-31,MO UN Equity,20170630,6500104,0,0,3700000.0,20120517,10533177.0
2016-12-31,MO UN Equity,20150301,6500010,0,0,15960000.0,20120517,10205233.0
2015-12-31,MO UN Equity,20150301,5600071,0,0,3500000.0,20120517,8463035.0
2014-12-31,MO UN Equity,20120517,5250206,0,0,2950000.0,20120517,8129323.0
2023-12-31,HCA UN Equity,20230114,6957391,7242825,0,5026128.0,20190101,14777634.0
2022-12-31,HCA UN Equity,20221231,6026457,6028833,0,572513.0,20190101,12555462.0
2021-12-31,HCA UN Equity,20211231,6789766,7080841,0,4477436.0,20190101,14677676.0
2020-12-31,HCA UN Equity,20190101,6890186,6192012,0,3520592.0,20190101,25535064.0
2019-12-31,HCA UN Equity,20190426,5912831,5650705,0,4091993.0,20190101,21271258.0
2018-12-31,HCA UN Equity,20181231,6922379,7199959,0,4324704.0,20181231,15601035.0
2017-12-31,HCA UN Equity,20170508,5410999,5242522,0,1606299.0,20140101,14234925.0
2016-12-31,HCA UN Equity,20161116,4176192,4305242,0,1943442.0,20140101,17996465.0
2015-12-31,HCA UN Equity,20150130,4303104,4062708,0,4303094.0,20140101,12178358.0
2014-12-31,HCA UN Equity,20141231,0,6906384,0,2830944.0,20140101,10694590.0
2023-12-31,IP UN Equity,20230104,10551707,0,0,493700.0,20141101,10901826.0
2022-12-31,IP UN Equity,20220630,11065795,0,0,689500.0,20141101,11515252.0
2021-12-31,IP UN Equity,20211001,10487138,0,0,2386000.0,20141101,11392707.0
2020-12-31,IP UN Equity,20180620,10318788,0,0,2386000.0,20141101,14484199.0
2019-12-31,IP UN Equity,20180620,9875494,0,0,1844400.0,20141101,12630247.0
2018-12-31,IP UN Equity,20180620,9821775,0,0,3364700.0,20141101,17113104.0
2017-12-31,IP UN Equity,20170630,8717030,0,0,2099900.0,20141101,16021393.0
2016-12-31,IP UN Equity,20141101,6867889,0,0,1296000.0,20141101,10804308.0
2015-12-31,IP UN Equity,20141101,10901741,0,0,1681200.0,20141101,13961222.0
2014-12-31,IP UN Equity,20141231,10731858,0,0,3168000.0,20141231,17228914.0
2023-12-31,ABT UN Equity,20231202,7436600,7437649,0,2945250.0,20200331,18822921.0
2022-12-31,ABT UN Equity,20211201,8699609,8699985,0,2231250.0,20200331,17990902.0
2021-12-31,ABT UN Equity,20211210,8689294,8689978,0,3168400.0,20200331,20263794.0
2020-12-31,ABT UN Equity,20200331,11622929,11624990,0,4925000.0,20200331,32155508.0
2019-12-31,ABT UN Equity,20190601,7562448,7562499,0,4405625.0,19990101,21497192.0
2018-12-31,ABT UN Equity,20181015,7499367,7499996,0,4779688.0,19990101,17574550.0
2017-12-31,ABT UN Equity,20170721,4099523,4099998,0,4500000.0,19990101,12571019.0
2016-12-31,ABT UN Equity,20150601,5249288,5249999,0,3200000.0,19990101,15185591.0
2015-12-31,ABT UN Equity,20150601,6247971,6249997,0,3300000.0,19990101,14201704.0
2014-12-31,ABT UN Equity,20121231,4649999,4649997,0,3800000.0,19990101,11959164.0
2023-12-31,AFL UN Equity,20221001,10270666,0,0,5796333.0,19920101,13465820.0
2022-12-31,AFL UN Equity,20200101,9495081,0,0,4548167.0,19920101,9787024.0
2021-12-31,AFL UN Equity,20200101,9122025,0,0,4809396.0,19920101,9477737.0
2020-12-31,AFL UN Equity,20200101,8471063,0,0,3734173.0,19920101,17438454.0
2019-12-31,AFL UN Equity,20180629,8272062,0,0,4002594.0,19920101,8665158.0
2018-12-31,AFL UN Equity,20180629,8922142,0,0,4638345.0,19920101,11455953.0
2017-12-31,AFL UN Equity,20170701,8607889,0,0,5946758.0,19920101,15443126.0
2016-12-31,AFL UN Equity,20150701,13773466,0,0,4884442.0,19920101,14086468.0
2015-12-31,AFL UN Equity,20150701,4800556,0,0,5509362.0,19920101,5031921.0
2014-12-31,AFL UN Equity,20130701,2141162,0,0,4829415.0,19920101,9206833.0
2023-12-31,RCL UN Equity,20230501,11500037,0,0,4280000.0,20220103,11689290.0
2022-12-31,RCL UN Equity,20220103,7200062,0,0,2344800.0,20220103,7419464.0
2021-12-31,RCL UN Equity,20180531,11250070,0,0,2925000.0,19880101,11587027.0
2020-12-31,RCL UN Equity,20180531,11171146,0,0,0.0,19880101,11438503.0
2019-12-31,RCL UN Equity,20180531,8699024,0,0,4006080.0,19880101,9075916.0
2018-12-31,RCL UN Equity,20180531,7664567,0,0,3500200.0,19880101,7822515.0
2017-12-31,RCL UN Equity,20170228,7661433,0,0,4327400.0,19880101,7916013.0
2016-12-31,RCL UN Equity,20141208,6441770,0,0,2740222.0,19880101,6573154.0
2015-12-31,RCL UN Equity,20141208,5803644,0,0,2426667.0,19880101,5923440.0
2014-12-31,RCL UN Equity,20141208,8596945,0,0,2246222.0,19880101,8767656.0
2023-12-31,HES UN Equity,20201231,6900071,4599998,0,3723800.0,19950501,11526403.0
2022-12-31,HES UN Equity,20201231,6000047,3999992,0,2517800.0,19950501,10024378.0
2021-12-31,HES UN Equity,20201231,5100041,3400015,0,2385000.0,19950501,8523198.0
2020-12-31,HES UN Equity,20201231,5099983,3399997,0,1125000.0,19950501,8522723.0
2019-12-31,HES UN Equity,20170429,4499973,2999996,0,3280500.0,19950501,8713161.0
2018-12-31,HES UN Equity,20170429,4499996,2999999,0,3550500.0,19950501,7521940.0
2017-12-31,HES UN Equity,20170429,5985021,2565005,0,2693300.0,19950501,10378606.0
2016-12-31,HES UN Equity,20140507,5655989,2423997,0,2103800.0,19950501,8101532.0
2015-12-31,HES UN Equity,20140507,7600040,1899996,0,1912500.0,19950501,9521183.0
2014-12-31,HES UN Equity,20140507,7819982,1954997,0,3037500.0,19950501,17922030.0
2023-12-31,LII UN Equity,20231231,0,0,0,2729934.0,20220509,1188979.0
2022-12-31,LII UN Equity,20220509,6847886,971133,1000000,472476.0,20220509,8124202.0
2021-12-31,LII UN Equity,20120717,0,0,0,3180135.0,20070402,625960.0
2020-12-31,LII UN Equity,20120717,4044188,981689,0,2165000.0,20070402,11079498.0
2019-12-31,LII UN Equity,20120717,4037854,986891,0,1357811.0,20070402,10674722.0
2018-12-31,LII UN Equity,20120717,3971244,951960,0,1420343.0,20070402,4969704.0
2017-12-31,LII UN Equity,20120717,4086407,1011678,0,1451775.0,20070402,8886035.0
2016-12-31,LII UN Equity,20120717,3876723,954887,0,2620028.0,20070402,6301955.0
2015-12-31,LII UN Equity,20120717,3427115,832878,0,1203534.0,20070402,5206630.0
2014-12-31,LII UN Equity,20120717,3370408,841815,0,1300000.0,20070402,6965359.0
2023-12-31,ADM UN Equity,20231110,17919686,0,0,3609611.0,20150101,19322139.0
2022-12-31,ADM UN Equity,20221231,17727259,0,0,4712540.0,20150101,18607464.0
2021-12-31,ADM UN Equity,20210531,15939571,0,0,5320000.0,20150101,16788837.0
2020-12-31,ADM UN Equity,20200101,15940148,0,0,4507300.0,20150101,16087129.0
2019-12-31,ADM UN Equity,20180319,13641916,0,0,2898000.0,20150101,13859083.0
2018-12-31,ADM UN Equity,20180319,13204353,0,0,5020600.0,20150101,13316926.0
2017-12-31,ADM UN Equity,20150302,12166416,0,0,2251600.0,20150101,12323447.0
2016-12-31,ADM UN Equity,20150302,5312218,5279331,0,1939600.0,20150101,10789676.0
2015-12-31,ADM UN Equity,20150302,3371859,3342408,0,1428420.0,20150101,6800530.0
2014-12-31,ADM UN Equity,20141231,5020194,6035930,0,3263400.0,20141231,12376082.0
2023-12-31,ADP UW Equity,20230331,23779836,0,0,3823400.0,20230101,24348889.0
2022-12-31,ADP UW Equity,20220101,9813507,5799969,0,3627600.0,20111109,16035292.0
2021-12-31,ADP UW Equity,20190415,6517790,5099999,0,3996600.0,20111109,12046784.0
2020-12-31,ADP UW Equity,20190415,7554200,5099990,0,1164200.0,20111109,15492479.0
2019-12-31,ADP UW Equity,20190630,6752701,3999975,0,3385800.0,20111109,14514387.0
2018-12-31,ADP UW Equity,20180630,5334938,3399988,0,2449710.0,20111109,8984330.0
2017-12-31,ADP UW Equity,20170101,4350006,2999991,0,1384300.0,20111109,8221400.0
2016-12-31,ADP UW Equity,20121105,3318779,2599995,0,1600000.0,20111109,8267963.0
2015-12-31,ADP UW Equity,20121105,1977567,2079992,0,1971200.0,20111109,5310335.0
2014-12-31,ADP UW Equity,20140630,3141881,1599998,0,1471680.0,20111109,5865467.0
2023-12-31,VRSK UW Equity,20220915,5919999,1480011,0,2004000.0,20220525,7437566.0
2022-12-31,VRSK UW Equity,20220915,14820690,3205340,0,1138863.0,20220525,18191030.0
2021-12-31,VRSK UW Equity,20210405,7875006,2625006,0,1140000.0,20130401,10656321.0
2020-12-31,VRSK UW Equity,20181201,5625065,1874942,0,1389000.0,20130401,7624372.0
2019-12-31,VRSK UW Equity,20191031,4874927,1625064,0,1428000.0,20130401,6622882.0
2018-12-31,VRSK UW Equity,20180831,4124966,1375035,0,1222500.0,20130401,5521257.0
2017-12-31,VRSK UW Equity,20171116,2250012,2249996,0,1500000.0,20130401,4594836.0
2016-12-31,VRSK UW Equity,20160606,2149974,2150024,0,1575000.0,20130401,4352202.0
2015-12-31,VRSK UW Equity,20130601,2149977,2150025,0,1400000.0,20130401,4335192.0
2014-12-31,VRSK UW Equity,20130401,1999976,2000022,0,1375000.0,20130401,4055756.0
2023-12-31,AZO UN Equity,20230308,89372,15877386,0,1539720.0,20050313,16207102.0
2022-12-31,AZO UN Equity,20210617,89909,10280340,0,2613975.0,20050313,10666035.0
2021-12-31,AZO UN Equity,20210117,90672,9495777,0,3957135.0,20050313,9831861.0
2020-12-31,AZO UN Equity,20151101,89399,7269523,0,2941849.0,20050313,7539512.0
2019-12-31,AZO UN Equity,20151007,90187,5888287,0,1401417.0,20050313,6153645.0
2018-12-31,AZO UN Equity,20151007,89621,1735439,0,1250000.0,20050313,1970619.0
2017-12-31,AZO UN Equity,20151007,89920,1054789,0,1018750.0,20050313,1316488.0
2016-12-31,AZO UN Equity,20151007,90300,12490176,0,1543750.0,20050313,12806221.0
2015-12-31,AZO UN Equity,20121031,90628,2563220,0,1507500.0,20050313,2844193.0
2014-12-31,AZO UN Equity,20121031,90041,2574670,0,1483750.0,20050313,2870601.0
2023-12-31,AVY UN Equity,20230901,10356781,3000025,0,0.0,20230901,13746070.0
2022-12-31,AVY UN Equity,20220301,6769541,0,0,974400.0,20160501,6956416.0
2021-12-31,AVY UN Equity,20200930,7047669,0,0,3360000.0,20160501,7890471.0
2020-12-31,AVY UN Equity,20201231,5598133,0,0,1331275.0,20160501,6245073.0
2019-12-31,AVY UN Equity,20190425,5358043,0,0,1288788.0,20160501,6073244.0
2018-12-31,AVY UN Equity,20170320,5580651,0,0,1741988.0,20160501,5834709.0
2017-12-31,AVY UN Equity,20170320,4864416,0,0,2407625.0,20160501,5427093.0
2016-12-31,AVY UN Equity,20160501,7495360,2000008,0,3365389.0,20160501,12857711.0
2015-12-31,AVY UN Equity,20150622,5241657,0,0,1902758.0,20050501,5543036.0
2014-12-31,AVY UN Equity,20141101,4924387,0,0,1032408.0,20050501,9885611.0
2023-12-31,ENPH UQ Equity,20230331,18804672,0,0,270750.0,20170903,18806784.0
2022-12-31,ENPH UQ Equity,20220731,15611200,0,0,564665.0,20170903,15613312.0
2021-12-31,ENPH UQ Equity,20200229,18311000,0,0,256050.0,20170903,18313112.0
2020-12-31,ENPH UQ Equity,20200229,4677900,0,0,108785.0,20170903,4679820.0
2019-12-31,ENPH UQ Equity,20191231,2844403,0,0,588719.0,20170903,2848133.0
2018-12-31,ENPH UQ Equity,20180630,2056500,0,0,211168.0,20170903,2060556.0
2017-12-31,ENPH UQ Equity,20171205,233400,1662100,0,0.0,20170903,3214249.0
2016-12-31,ENPH UQ Equity,20160810,0,549100,0,0.0,20070101,550500.0
2015-12-31,ENPH UQ Equity,20151231,588250,517910,0,0.0,20070101,1110684.0
2014-12-31,ENPH UQ Equity,20130410,1266000,0,0,897500.0,20070101,1266000.0
2023-12-31,BALL UN Equity,20230925,2900025,2899992,0,2050485.0,20220427,6019033.0
2022-12-31,BALL UN Equity,20220427,6279404,5453978,0,2160411.0,20220427,11810213.0
2021-12-31,BALL UN Equity,20210101,3260033,3260000,0,5790724.0,20110126,6720387.0
2020-12-31,BALL UN Equity,20161231,3039997,3040005,0,5865286.0,20110126,6586899.0
2019-12-31,BALL UN Equity,20161231,2899995,2900001,0,4152075.0,20110126,6372480.0
2018-12-31,BALL UN Equity,20180731,2800014,2800000,0,3902076.0,20110126,5740556.0
2017-12-31,BALL UN Equity,20161231,4335590,2399996,0,4584654.0,20110126,7080577.0
2016-12-31,BALL UN Equity,20161231,3278877,2310256,0,3988186.0,20110126,5962432.0
2015-12-31,BALL UN Equity,20151231,2200017,2200006,0,3534326.0,20110126,4632957.0
2014-12-31,BALL UN Equity,20130424,1933358,1746180,0,4255890.0,20110126,4007333.0
2023-12-31,BK UN Equity,20230221,10025856,0,0,5425000.0,20220304,10076167.0
2022-12-31,BK UN Equity,20221101,16975139,0,0,5986706.0,20220831,17321584.0
2021-12-31,BK UN Equity,20201001,9135074,0,0,3643750.0,20190927,9234292.0
2020-12-31,BK UN Equity,20201001,4535332,0,0,3209813.0,20190927,4930742.0
2019-12-31,BK UN Equity,20190927,22817946,0,0,1609688.0,20190927,23433808.0
2018-12-31,BK UN Equity,20180101,3875777,0,0,4193750.0,20170717,3940135.0
2017-12-31,BK UN Equity,20171231,28259457,0,0,5254000.0,20171231,29356268.0
2016-12-31,BK UN Equity,20161231,13656477,0,0,4326000.0,20110831,13839598.0
2015-12-31,BK UN Equity,20140630,9889738,0,0,2419200.0,20110831,10063234.0
2014-12-31,BK UN Equity,20141231,7750031,0,0,1244640.0,20110831,9414888.0
2023-12-31,BAX UN Equity,20231018,7527469,2635170,0,2187900.0,20160101,10298771.0
2022-12-31,BAX UN Equity,20220101,8730301,2760487,0,675675.0,20160101,11612561.0
2021-12-31,BAX UN Equity,20211129,6476195,5443374,0,2364863.0,20160101,11969871.0
2020-12-31,BAX UN Equity,20201231,8374122,6120424,0,0.0,20160101,14565396.0
2019-12-31,BAX UN Equity,20170901,6648082,5146807,0,690750.0,20160101,11923071.0
2018-12-31,BAX UN Equity,20170501,6728166,4899990,0,2582450.0,20160101,11762675.0
2017-12-31,BAX UN Equity,20170501,5373599,5185130,0,2808000.0,20160101,10825664.0
2016-12-31,BAX UN Equity,20160505,826481,0,0,3510000.0,20160101,1003945.0
2015-12-31,BAX UN Equity,20151231,6571575,4894826,0,3637491.0,20151231,12711193.0
2014-12-31,BAX UN Equity,20110623,3580637,4541757,0,3168828.0,20040426,10600874.0
2023-12-31,BDX UN Equity,20220906,13536017,0,0,1888125.0,20200128,14106188.0
2022-12-31,BDX UN Equity,20220930,12627967,0,0,2491313.0,20200128,12941792.0
2021-12-31,BDX UN Equity,20210906,6231944,4096185,0,2362500.0,20200128,10601833.0
2020-12-31,BDX UN Equity,20200128,5636380,3749864,0,2441189.0,20200128,10400952.0
2019-12-31,BDX UN Equity,20181001,7267906,4797154,0,1950000.0,20111001,12789633.0
2018-12-31,BDX UN Equity,20180529,6693896,4423618,0,1980000.0,20111001,11802231.0
2017-12-31,BDX UN Equity,20170531,5641827,3794598,0,1800000.0,20111001,10105090.0
2016-12-31,BDX UN Equity,20160331,5722028,4572671,0,2000000.0,20111001,10825461.0
2015-12-31,BDX UN Equity,20140128,5381613,3576512,0,1662080.0,20111001,9002952.0
2014-12-31,BDX UN Equity,20140128,4653236,3153732,0,1400000.0,20111001,8598518.0
2023-12-31,BRK/B UN Equity,20231128,0,0,0,0.0,19700101,313595.0
2022-12-31,BRK/B UN Equity,20180109,0,0,0,0.0,19700101,301589.0
2021-12-31,BRK/B UN Equity,20180109,0,0,0,0.0,19700101,273204.0
2020-12-31,BRK/B UN Equity,20180109,0,0,0,0.0,19700101,280328.0
2019-12-31,BRK/B UN Equity,20180109,0,0,0,0.0,19700101,274773.0
2018-12-31,BRK/B UN Equity,20180109,0,0,0,0.0,19700101,288968.0
2017-12-31,BRK/B UN Equity,20101231,0,0,0,0.0,19700101,375776.0
2016-12-31,BRK/B UN Equity,20101231,0,0,0,0.0,19700101,387881.0
2015-12-31,BRK/B UN Equity,20101231,0,0,0,0.0,19700101,370244.0
2014-12-31,BRK/B UN Equity,20101231,0,0,0,0.0,19700101,364011.0
2023-12-31,BBY UN Equity,20200131,10999420,0,0,456300.0,20190611,11081377.0
2022-12-31,BBY UN Equity,20210101,9598480,0,0,4681026.0,20190611,9671669.0
2021-12-31,BBY UN Equity,20200806,6959274,1740435,0,2320000.0,20190611,8785811.0
2020-12-31,BBY UN Equity,20200131,16196483,4044304,0,3350668.0,20190611,20449611.0
2019-12-31,BBY UN Equity,20190101,9391513,2267826,0,4240650.0,20120817,11866836.0
2018-12-31,BBY UN Equity,20170301,8644644,2198462,0,4602983.0,20120817,10871412.0
2017-12-31,BBY UN Equity,20170128,7689879,1800076,0,2878750.0,20120817,9984230.0
2016-12-31,BBY UN Equity,20150609,8011688,1842715,0,3814050.0,20120817,9883431.0
2015-12-31,BBY UN Equity,20140131,6986928,1654070,0,3078500.0,20120817,8683794.0
2014-12-31,BBY UN Equity,20140131,8167213,2000360,0,2514500.0,20120817,10191719.0
2023-12-31,BMY UN Equity,20231231,19791748,0,0,4273542.0,20231101,20837996.0
2022-12-31,BMY UN Equity,20200810,14289505,0,0,3450252.0,20150505,14902780.0
2021-12-31,BMY UN Equity,20200810,13965989,0,0,3410625.0,20150505,14674181.0
2020-12-31,BMY UN Equity,20200810,13457248,0,0,4201602.0,20150505,14262185.0
2019-12-31,BMY UN Equity,20191121,12545754,0,0,3885540.0,20150505,13231713.0
2018-12-31,BMY UN Equity,20170930,13011542,0,0,4066322.0,20150505,13675933.0
2017-12-31,BMY UN Equity,20170502,12650528,0,0,3899094.0,20150505,13200529.0
2016-12-31,BMY UN Equity,20161231,11823808,0,0,2995839.0,20150505,12424942.0
2015-12-31,BMY UN Equity,20151231,14062925,0,0,6189534.0,20150505,15272771.0
2014-12-31,BMY UN Equity,20141231,18032703,0,0,5614080.0,20100504,19748302.0
2023-12-31,BF/B UN Equity,20210702,2075901,1786508,0,3387283.0,20190101,5013939.0
2022-12-31,BF/B UN Equity,20210702,1681355,1690184,0,2731438.0,20190101,4383458.0
2021-12-31,BF/B UN Equity,20210430,2020860,1575002,0,2986774.0,20190101,4946588.0
2020-12-31,BF/B UN Equity,20191231,1480080,1225001,0,660412.0,20190101,4461235.0
2019-12-31,BF/B UN Equity,20190328,1386733,1357294,0,3696165.0,20190101,8960067.0
2018-12-31,BF/B UN Equity,20171001,1499682,1540010,0,4202610.0,20050801,3478255.0
2017-12-31,BF/B UN Equity,20150228,1236048,1540031,0,3864400.0,20050801,3856735.0
2016-12-31,BF/B UN Equity,20150228,1271130,1470003,0,4680000.0,20050801,3801469.0
2015-12-31,BF/B UN Equity,20150228,1458380,1200017,0,4172350.0,20050801,5716357.0
2014-12-31,BF/B UN Equity,20140430,6098247,925007,0,3649500.0,20050801,7497150.0
2023-12-31,CTRA UN Equity,20230930,11071724,0,0,2000000.0,20211001,11422853.0
2022-12-31,CTRA UN Equity,20221231,12554661,0,0,1462500.0,20211001,12737531.0
2021-12-31,CTRA UN Equity,20211001,20649843,0,0,2502500.0,20211001,21712488.0
2020-12-31,CTRA UN Equity,20190731,11267676,0,0,1430000.0,20020502,11622390.0
2019-12-31,CTRA UN Equity,20190731,10441509,0,0,1930500.0,20020502,10810034.0
2018-12-31,CTRA UN Equity,20170228,9546325,0,0,2100000.0,20020502,9914739.0
2017-12-31,CTRA UN Equity,20170228,8709748,0,0,2437500.0,20020502,9002953.0
2016-12-31,CTRA UN Equity,20140228,8327237,0,0,1856250.0,20020502,8555571.0
2015-12-31,CTRA UN Equity,20140228,6573177,0,0,1237500.0,20020502,6861225.0
