Dates,XLC US Equity,XLY US Equity,XLP US Equity,XLE US Equity,XLF US Equity,XLV US Equity,XLI US Equity,XLB US Equity,XLRE US Equity,XLK US Equity,XLU US Equity
10/25/2019,6136.52,14267.3,13658,10387.7,23720.9,17525,10153.2,3406.68,4006.26,23039.8,11242.4
11/1/2019,6238.83,14409.8,13420.7,10230.2,24735.9,17998.3,10603.2,3533.15,3991.65,23708.1,10983.4
11/8/2019,6459.29,14524.8,13089,10795.2,25434,18109.5,11317.7,3653.75,3889.45,24561.9,10971.4
11/15/2019,6353.18,14358.5,13273.1,10422.3,25696.4,18377.6,11216.9,3490.24,3829.94,24728.7,10984.6
11/22/2019,6390.51,14178.9,13202.3,10346.1,25790.9,18833,10950,3371.35,3821.53,24977.4,10944.6
11/29/2019,6546.35,14382.2,13173.3,10133.4,26455,19173.2,10929.9,3498.75,3942.3,25597.8,10884
12/6/2019,6362.86,14183.1,13939.2,10816.7,26850.2,19410.8,10769.5,3577.38,3857.78,25464.1,11502.6
12/13/2019,6643.58,14152.6,13951.1,10812,27176.7,19612.6,10722.5,3703.38,3580.45,25769.2,11084.9
12/20/2019,6851.81,14473.1,14104.2,10969.6,25587,20048.6,10491.6,3879.5,3638.54,26062.3,11014.2
12/27/2019,6869.43,14464.6,13951.2,11430.8,24709.7,20363.1,10628.7,3683.28,3675.83,26043.2,11174.7
1/3/2020,7064.91,15043.4,13154.2,11389.9,25407,20016.7,11750.3,3509.97,3651.72,26525.2,10727.5
1/10/2020,7228.72,15388.6,13022.1,11290.6,26078.7,20607.8,12476.7,4064.77,3806.04,27225.2,10788.6
1/17/2020,7306.05,16306.3,13327,10852.9,26335,20638.4,12997.1,4195.65,3871.9,28170.2,11060.4
1/24/2020,7465.24,15826,13288.5,10161.8,25642.9,20124.7,12701.8,4084.65,3835.04,28401.4,11544.2
1/31/2020,7083.77,15270.6,13171.2,9102.13,24358.8,19467.7,11596.8,3974.96,3752.35,27174.4,12035.2
2/7/2020,7426.59,15218,14145,9580.06,25060.5,20640.5,11905.6,4312.88,3830.25,28222.8,11819.7
2/14/2020,7598.64,15506.9,14316.8,10024.9,25294.3,20824,11953.4,4379.33,3884.37,28834.9,11946.9
2/21/2020,7609.87,15024,14285.8,9765.46,24608.2,20734.1,12498.9,4053.26,3914.17,28455.3,12084.4
2/28/2020,7004.88,13066,13170.8,8600.13,19812.1,18667,9217.29,3140.73,3469.3,24867.8,11812.6
3/6/2020,6895.09,12852.6,14330.9,8815.53,18192.8,19980.4,9529.06,3453.95,3703.7,25348.8,13567.9
3/13/2020,6522.03,11314.7,13304.6,7119.6,14760,19135.2,8205.87,2854.49,3319.14,24352.5,11186.5
3/20/2020,5974.68,9084.23,12724.6,5839.81,13079,16633.8,6552.27,2405.15,2570.69,20726.5,8850.25
3/27/2020,6315.65,9932.78,12394.1,6404.68,14970.6,17764.2,6847.49,2220.69,2918.14,23105.9,10218.6
4/3/2020,6309.85,9296.75,12726.2,7428.39,13366.9,18468.1,6559.44,1995.16,2648.72,22511.8,9445.16
4/10/2020,6941.26,10844.4,13423.5,8639.39,18032.9,21992.5,7904.14,3973.42,4773.46,24776.7,12462.5
4/17/2020,7377.68,11395,14182.5,8605.45,16718.5,24017.4,7504.23,4175.29,4783.79,26189.4,12319.3
4/24/2020,7457.14,11303.9,14526.1,8912.03,15795.1,24818.3,7309.96,4099.67,4533.61,26044.4,12202
5/1/2020,7610.53,11314.2,14481.2,9282.43,16637.6,24101.9,7327.68,4259.95,4486.48,26359.4,11630
5/8/2020,8074.6,11884.7,14827.7,10252.4,16652.8,24774.5,7404.44,4417.44,4543.94,28458.3,11455.2
5/15/2020,8604.88,11790.9,14802.1,9320.48,15315.9,26643,6527.28,4312.44,3841.52,28064.9,10798.9
5/22/2020,9200.52,12468.9,13978,10130.8,16061.8,25838,7161.32,4553.24,4041.72,29058.5,11173.1
5/29/2020,9418.39,12847.9,14249.1,10229.7,17735.3,26815.1,8166.14,4811.6,4275.81,29690.4,11429.1
6/5/2020,9603.23,13972,14402.4,11986.8,21525.9,26604,9855.53,5224.58,4575.67,30646.7,11587.8
6/12/2020,9395.23,13104.7,13461.9,10915.6,16728.6,23113.2,9106.68,3856.86,4023.13,29853.4,10694
6/19/2020,9466.79,13095.1,13660.2,10760,17025.7,23249.6,9060.55,3860.9,4033.43,30355.7,11260.8
6/26/2020,8906.78,12635.3,12884.1,10022.9,15697.5,22760.3,8431.26,3761.1,3875.58,30762.1,10844.2
7/3/2020,9455.76,13314,13132.5,10260.1,16154.7,23511.8,9479.65,4028.47,4095.04,31997.4,11393.2
7/10/2020,9892.66,14064.6,13397.8,9857.88,17142.1,22837.5,9196.72,3040.05,3710,32748.9,11226.1
7/17/2020,9960.64,14234.3,13551.1,10272.3,17469,24012.2,10189.9,3297.98,3340.91,32354.1,11411.2
7/24/2020,9943.07,14537.1,13738.3,10533.7,17440.3,23875.1,9966.08,3416.12,2376.84,31897.3,11328.1
7/31/2020,10175.7,14515.6,13801.6,9984.78,16871.4,23930.5,9886.26,3496.28,2489.25,33140.7,11632.2
8/7/2020,10523.7,14965,14021.2,10426.2,18036.2,23997.1,10452.5,3352.32,2390.75,34685.7,11964.4
8/14/2020,10311.7,15386.1,13885.6,11108.5,18503.4,23818,11193.5,3417.95,2316.56,34631.6,11739.3
8/21/2020,10461.1,15649,13967.4,10051.4,17250.3,24041.5,10812,3337.34,2337.09,35618.6,11873.6
8/28/2020,11129.4,16212.6,14319.6,10287.9,18874.1,24674.3,11603.9,3459.1,2395.34,37379.8,12134.4
9/4/2020,10789.9,15761.3,14567.7,9717.37,18829.6,24175.2,11810.4,3800.27,2387.06,35478,12362.3
9/11/2020,10243.3,15447.4,14369.9,8671.19,17829.4,23733.1,11814.3,3879.72,2301.86,34261.4,11740.3
9/18/2020,9976.99,15411.1,14210.6,9241.88,17933.6,23943.4,12689.6,4191.21,2317.56,33416.9,11483
9/25/2020,9933.77,15435.9,13504.5,8423.97,16095.2,22985.3,11945.9,3864.63,2270.89,33271.2,11322.6
10/2/2020,10199.7,15895,13738,8226.56,17205.5,23578.2,12508.9,4078.02,2358.84,33132.1,11575
10/9/2020,10428,16789,13958,8820.54,18261.4,24073.8,13274.9,4487.68,2385.68,35111.3,11999.3
10/16/2020,10499.7,16607.6,14006.3,8699.98,18302.6,23895.1,13302.9,4256.11,2247.85,35301.1,12193.5
10/23/2020,10689.1,16599.9,13831.4,8984.02,18706.3,23792.1,13610.3,4393.87,2166.3,34537.8,12177.8
10/30/2020,10126.2,15419.8,13297,8580.8,17129,22387.1,12065.3,4095.56,2033.63,32721,11669.7
11/6/2020,11153.9,16743,13660.6,8623.29,18410.4,24678.7,13093.8,4377.41,2111.08,36407.8,12067.6
11/13/2020,11578.3,16603.8,13892.4,10896.6,20403.5,25206.3,14452.8,4759.88,2308.74,36488,12462.9
11/20/2020,11297.2,16821.9,13880,11375.9,21033.1,24215.1,15302.1,5122.04,2297.67,35685.4,12109.1
11/27/2020,11698.5,17824,13907.4,12819.8,22812.9,24510.8,15936.6,5347.68,2262.59,36584.1,12049
12/4/2020,12083.2,17613,13612,13831.4,23430.2,25086.9,15872.8,5094.49,2265.93,37062.8,11862.5
12/11/2020,12055.9,17896.9,13556.4,14160.7,23579,25096.2,16571.2,5131.3,2152.62,36339.8,12069.8
12/18/2020,12150.3,18655.4,13862.6,13619.6,23601,25279.8,16642,5204.44,2171.82,37154.8,12120
12/25/2020,11883.7,18054.1,13402.2,13440.1,24403.3,25132.6,16084.3,5201.98,2208.46,37699.2,11830.3
1/1/2021,12183.5,18474.1,13275.6,13716.9,24883.9,25616.5,16268.9,5184.84,2221.02,38116.1,11779.7
1/8/2021,12276.4,19318.6,12863,15703.3,28831.2,26215,16768.4,6348.32,2196.66,38503.1,11728.9
1/15/2021,11167.9,18769.1,12267.7,16378.6,30441.7,26045.2,16409.2,6597.8,2205.84,37194.6,11648.4
1/22/2021,11857.7,19349.4,12117.5,16351.5,30461.2,26430.2,16181.9,6539.77,2207.36,38481.6,11868.9
1/29/2021,11369.6,18477.8,11576.1,15386.9,28302.8,25331.4,15277.8,5974.29,2223.98,37467.8,11965.4
2/5/2021,12125.4,19875.9,11302.3,17031.4,30113,24732,16207.4,6181.94,2223.28,39433,12220.4
2/12/2021,12603.5,19715.1,10853.4,18885.3,31050.2,25305,16184.1,6198,2281.1,40316.6,11855.5
2/19/2021,12568,19710.4,10606.1,19322.8,31922.1,24233.8,16269.6,6287.22,2254.93,39394.1,11334.7
2/26/2021,12485.4,18758.4,10173.7,20450.5,34414.8,24027.1,16873.9,6492.53,2294.54,37639.5,10590.8
3/5/2021,13100.2,18042.7,10460.2,22698.3,36504.4,23922.4,17910.2,6542.46,2274.87,36899.8,11307.8
3/12/2021,13152.9,19104,11035.3,24231,38462.4,24262.6,19192,6765.27,2443.28,37518.3,11665.9
3/19/2021,13049.7,19092.4,11106.8,22158.4,37289.4,24592.2,19142.2,6600.65,2434.32,36716.4,11891
3/26/2021,12394.1,19055.9,11060,23080.5,38422.1,24710.6,19676.4,6855.23,2538.28,38130.1,11984.7
4/2/2021,12965.7,19577,10555.4,22980.3,38978.5,24548.4,20133.9,7060.6,2567.68,39032.6,12001
4/9/2021,13395.6,20431.9,10787.5,22137.2,39148.2,24765.4,20466.4,7622.66,2601.93,41071.6,12061.3
4/16/2021,13454.7,20811.5,10654.5,22359.6,39656.7,25622,20594.7,7995.18,2732.4,41285.6,12664
4/23/2021,13187.6,20565.5,10464.8,21936.1,39537,26215.9,20812.3,8102.27,2853.31,40884.4,12398.8
4/30/2021,13487,20710.6,10375.9,23007.1,41274.6,25657.1,20694.4,8077.61,2846.34,40122.7,12381.5
5/7/2021,13675.5,20497.9,10650.5,25279.8,43875.6,27545.4,20909.4,8881.35,2874.8,40097.1,12186
5/14/2021,13406,19661.3,11162.8,24422.2,44902.8,27555.9,20734,9360.11,2986.84,38619.1,11872
5/21/2021,13431.3,19316.4,11212.1,24229.6,44432.5,27920.7,20347.9,9502.07,3046.36,38569.8,11874
5/28/2021,13815.8,19609.3,11136.4,24453.8,44854.6,27725.4,21016.2,9735.92,3047.67,39382.5,11632.6
6/4/2021,13822.6,19369.7,11791.6,26373.9,46131.1,27209.6,21144.5,10023.8,3177.13,39738.5,11245.4
6/11/2021,13910.9,19530,12834.6,26060.4,44517.8,27851.3,20445.9,10108.2,3323.94,40412.6,11508
6/18/2021,13574.7,19084.5,11914.2,24310.2,39776.3,27199.9,19003.2,9428.31,3293.72,40340.2,11334.4
6/25/2021,13924.2,20168.9,11934.2,26459.4,42116.6,27674.8,19694.8,9331.92,3385.27,41587.5,11502
7/2/2021,14312.9,20496.6,11162.4,25787.7,41003.2,28873.6,19700.1,9234.8,3532.88,43055.7,11586
7/9/2021,14197.2,20658.5,11372.8,24431.2,40076.1,30216.6,19722.7,9154.66,3693.46,43395.3,11729.7
7/16/2021,13819,19519.4,11492.3,22209,38680.7,30452.8,18845.8,8710.99,3809.35,43197.1,12009.7
7/23/2021,14328.6,19802.9,12689.3,22563,39225.9,31793.9,19595.3,8636.71,3889.83,44819.4,11921.4
7/30/2021,14436.5,19550.2,13220.2,22878.6,39315.4,32246.6,19568.7,8719.07,3949.26,44571.3,12196.1
8/6/2021,14555.6,19640.2,13075.8,22921.9,40517.6,32685.3,19276.7,8403.38,4165.98,45034.2,13498.4
8/13/2021,14920.1,19536.4,13107.8,22630.6,42657.7,32408.5,19679.7,8910.72,4255.68,44909.3,13596.9
8/20/2021,15197.5,19352.3,13462.2,20672.3,41389.1,33403.5,18758.3,8396.74,4340.45,45492.6,13830.3
8/27/2021,15804.5,19775.7,13237.8,22481.6,43845.6,33457.6,19486.4,8803.32,4397.34,46034.2,13544.6
9/3/2021,15982.9,19820.8,13263.9,22174.3,42177.6,34057.2,18855.1,8052.42,4614.73,46303,13823.2
9/10/2021,15748.2,19808.7,13051.4,21853.1,40601.3,33126.4,17845.7,8045.95,4401.56,45353.1,13530.8
9/17/2021,15676,20243.5,12668,22885.7,40043.2,32899.6,17008.5,7679.48,4455.43,44895.8,12986.1
9/24/2021,15508.8,20358.1,12180,23929.3,41296.5,32475.7,17742.1,7658.98,4407.36,44867,12440.1
10/1/2021,15367.4,19861.5,11852.2,26224.1,41436.4,30433.8,17656.6,7560.71,4326.76,43804.6,12001.4
10/8/2021,15175.7,20190.3,11647.3,27081.4,43103.3,29629.7,17386.2,7222.89,4198.74,44244.1,12223.7
10/15/2021,14891.3,21009.1,11557.7,27777.8,44577,30036.5,18250.2,7579.7,4382.07,45589,12283.7
10/22/2021,14982.8,21453.7,11621.8,27495.8,45817.1,30839.1,18389.9,7534.92,4511.47,46676.4,12281.5
10/29/2021,15080.3,22559.6,11722.2,27127.2,45306.4,32179.1,17771.2,7637.28,4700.71,47418.1,12169.2
11/5/2021,15314.7,23894.2,12050.2,27669.1,45374.5,32745.4,18434.8,8336.2,4788.25,48738.2,12417.2
11/12/2021,15299.7,23263.3,11998.3,27075.8,45700.6,32932.7,18309.4,8674.26,4746.71,48713.3,12305.2
11/19/2021,14611.2,24123.7,11698.9,25179.6,43380.3,32878.9,18013.9,8585.83,5168.11,49800.8,12536.3
11/26/2021,14286,23570.7,11893,25854.4,42993.8,32545.8,17104.6,8646.37,5296.24,48578,12412.3
12/3/2021,13617.8,23359.7,11739,25641.4,41053.2,32014.4,16911.6,7722.58,5251.93,48962,12811
12/10/2021,13955.6,24169,12539.7,26615.1,43417.6,33202.9,17612,7971.17,5499.44,52097.8,12929.3
12/17/2021,13751.1,22703.1,12853.3,25362.2,42711.2,34482.1,17110.1,7979.14,5790.78,49970.5,12960.5
12/24/2021,14188.7,23743.4,13117.7,25697.3,43870.3,35656,17310.6,8073.63,5763.26,51606.3,13011.4
12/31/2021,14215.4,23552.2,13457.4,26430.4,44075.6,35647.3,17540.8,8229.54,6206.84,51979.5,12979.2
1/7/2022,13262.3,23110.4,14103.7,30447.6,48872.7,35376.4,18478.8,8561.52,6222.8,50186.5,12981.8
1/14/2022,13432.5,22797,14464.1,32105,49469.4,35168.6,18537.1,8478.07,6156.98,49629.5,12976
1/21/2022,12624.1,20478.3,14574.6,31317.1,45501.8,33955.5,17085.2,7952.18,6032.4,45829.2,13088.1
1/28/2022,12744.6,19974.5,15220.9,33098.8,47056.2,34050.8,16687.4,7728.95,5662.88,46768.9,13243.6
2/4/2022,12451.2,20201.6,15073.4,35326.7,48929.8,34505.9,16520.8,7632.39,5549.11,47346.3,13707.9
2/11/2022,12198.6,19609.7,15096.8,36238.2,50167.4,34062.4,16218.1,7259.59,5416.33,45848.4,13461.2
2/18/2022,11661.9,19485.6,15321.7,34431.5,47938.4,33084.4,16051.6,7197.18,5292.35,45016.4,13033.7
2/25/2022,11790.6,19460.8,15494.9,35147.7,47129,33937.7,16121.1,7331.15,5374.79,45480.1,13031.1
3/4/2022,11549.3,18816.5,16169.6,38199.9,43823.3,34563.2,16285.9,7149.28,5413.72,44499.1,13573.6
3/11/2022,11168.2,17397.8,15018.2,38238.6,41934.5,33887.4,15560.3,6963.28,5256.7,42217.6,13566.5
3/18/2022,11868.6,19079.8,15329.3,36572.4,45859.9,36742.8,16061.1,7497.05,5457.43,45110.8,13816.7
3/25/2022,11961.2,19528.4,15362.3,38668.2,47716.3,37115.2,16297.1,7797.14,5443.52,46533.4,14386.7
4/1/2022,11876.3,19746.1,15446.6,36979.1,45273.3,37225.8,15947.8,7845.61,5842.14,47570.6,15105.6
4/8/2022,11682.5,19213.9,16363.7,38156.4,42271.8,38916.2,15146.8,7916.64,5943.02,46127.8,15278.4
4/15/2022,11142,18982.3,16629.1,38713.2,40980.9,38842.1,15053.6,7999.7,5868.27,44256.8,15535.6
4/22/2022,10298.7,18637.5,16828.3,36741.7,38810.2,37503.2,14914.7,7821.52,6067.57,43010.7,15367.8
4/29/2022,9907.32,17241.4,16810.8,36081.3,36746.1,36789.4,14525.6,7612.2,5834.32,42730.9,15696.7
5/6/2022,9885.1,16985.8,16036.2,39907.3,35983.5,36697.3,13967.5,7334.98,5525.3,42059.4,15833.8
5/13/2022,9453.4,16070.3,16646,38869.3,33938.9,36755.9,13632.3,6943.49,5558.61,40351.2,15759.2
5/20/2022,9851.8,14532.9,15262.1,39247.5,32254.9,37307.2,13131.3,6867.54,5444.09,39272.9,15626.7
5/27/2022,10273.5,16060.7,16239.1,42934.8,34717.9,40020.4,13855.2,7659.18,5736.96,42254.9,16775.4
6/3/2022,10147.3,16080.8,15452.1,44170.9,33835.9,38909,14005.3,7728.69,5420.82,41577.9,16544.7
6/10/2022,9629.36,15191.5,15165.9,43585.4,31046.5,37749.3,13446.7,7286.9,5072.14,39236,16217.3
6/17/2022,9133.96,14073.2,14610.7,35130,29179.2,35465.3,12605.2,6268.84,4849.83,37231,14668.7
6/24/2022,9725.35,15169.8,15595.1,33939,30271.7,37812.4,13112.1,7001.73,5320.32,39835.6,15301.2
7/1/2022,9387.92,14232.5,15568.2,34034.5,29487.3,38147.4,12684.3,6253.78,5311.04,38064.5,16308.1
7/8/2022,9731.44,14608.2,15223.1,33043.1,29410.8,38576.8,12204.2,6029.53,5225.9,39562.8,16056.8
7/15/2022,9608.09,13905.1,15304.4,31916.6,28393.7,39211.7,12007.9,5739.7,5215.2,39277.9,16541.8
7/22/2022,9641.48,14879.7,15161.3,32748.5,28959,39028.9,12271.9,5837.7,5345.89,40878.6,15956.7
7/29/2022,9766.1025,15835.747,15532.7896,36541.6968,30365.8138,39854.4289,13234.2806,6080.3676,5628.963,43367.8045,16692.3016
8/5/2022,9973.623,16464.3963,15776.7918,34002.2385,30022.6894,39634.1893,13555.4191,6058.8199,5502.162,44812.563,16748.0814
8/12/2022,10375.352,17237.922,16413.7453,36706.2415,32135.4094,40208.3056,14489.3798,6171.1006,5676.561,46208.0361,17497.8496
8/19/2022,10110.1725,17063.4753,16660.3833,37113.7159,33271.2721,40270.1509,13879.7058,5967.3378,5524.682,45441.0214,17861.2222
8/26/2022,9741.256,16072.3113,16224.2787,38472.9007,33986.2338,38526.2691,13332.2991,5759.0751,5250.007,42251.5803,17907.2442
9/2/2022,9497.376,15300.7217,15384.3025,36811.521,32478.7246,37642.6538,12909.4042,5451.619,5141.424,40028.4884,17767.7923
9/9/2022,9352.503,16596.5669,16373.3874,36989.2905,33262.0409,39138.9498,13304.9615,5591.6642,5427.344,41394.0491,18298.3705
9/16/2022,8670.882,16339.4066,15687.0226,35833.2902,30193.5468,38319.7955,12340.0625,5148.4696,5100.24,38839.0015,18042.1567
9/23/2022,7877.244,14693.7232,15095.1321,32366.1216,28525.493,37041.7947,11803.641,4866.9965,4708.722,37085.6077,17188.2537
9/30/2022,7578.5925,14095.8907,14468.5193,33548.6589,26994.4552,35832.2494,11110.9978,4704.505,4612.881,35670.3344,16130.1447
10/7/2022,7784.6175,14262.3674,14219.1503,38652.4796,27291.1737,36352.578,11456.2342,4655.4679,4459.5495,36183.4042,15367.7004
10/14/2022,7736.775,13527.4399,14523.7993,38098.8168,27440.6072,36732.0536,11454.8142,4924.2136,4386.723,35309.3288,14954.7915
10/21/2022,8440.245,14276.0631,14789.5896,41550.2972,29001.4333,37774.1291,11837.9864,5165.3638,4500.1658,37638.4512,14844.5591
10/28/2022,8327.7455,14641.4314,16047.7768,42458.3849,31333.2691,39879.9649,12804.5461,5271.6484,4742.416,39250.5461,15617.1551
11/4/2022,7852.41,13832.9472,15991.7845,43746.6824,31264.8649,39800.947,13060.3363,5409.4033,4764.4135,36515.4955,15449.0934
11/11/2022,8558.422,14712.5978,16477.4354,44490.4547,33373.284,40493.5296,14071.1533,5551.3027,5140.798,40268.9781,15717.9128
11/18/2022,8323.5165,14000.7655,16939.0527,43526.4674,33160.9818,41133.3827,14038.5414,5441.2178,5092.9925,40644.8719,15847.4909
11/25/2022,8486.31,14199.2803,17417.1629,43713.9693,33674.2154,42450.0267,14407.4938,5533.0997,5152.64,40942.5078,16420.7769
12/2/2022,8728.517,14632.9647,18075.7219,42664.6295,33107.5342,42977.503,14303.2781,5634.8472,5108.967,41238.2222,16569.4636
12/9/2022,8283.672,13476.3629,17752.3261,38150.5529,31874.4851,42679.3284,13550.3983,5557.1493,5003.895,40033.05,16476.7693
12/16/2022,8041.1675,13337.8715,17234.4046,38681.1015,30934.7609,41907.9529,13309.8156,5351.6382,4940.625,39270.9657,16610.3148
12/23/2022,7922.85,12645.7319,17567.4466,40689.5979,31300.0472,42145.4506,13531.1831,5290.1849,4948.326,38190.6348,16545.0162
12/30/2022,7906.3525,12574.146,17319.5909,40868.1008,31316.7836,42013.6943,13530.981,5249.127,4915.383,38079.3738,16259.0033
1/6/2023,8570.52,13035.7385,17737.9617,40743.787,32694.4962,41917.3255,14750.6202,5442.9558,5030.464,38236.717,16558.9154
1/13/2023,8917.8225,13858.6943,17602.9,41914.3793,33497.5228,41558.1356,14905.471,6047.4364,5362.358,39402.225,16400.4903
1/20/2023,8833.185,13620.492,17052.7598,42487.0736,32134.7558,41319.9825,13767.1332,6185.63,5196.65,39409.3415,15817.2661
1/27/2023,9396.5355,14434.5449,16679.243,43103.8213,33226.5842,40670.4819,13782.9546,6202.7687,5295.9375,41024.4761,15822.2529
2/3/2023,9859.08,14847.9272,16703.7708,39887.5202,34085.2472,40386.2348,14483.9541,6316.1159,5421.056,42411.3315,15393.4422
2/10/2023,9266.256,14526.5893,16518.3509,41769.4131,33944.6556,40471.1008,14230.7576,5981.9332,5345.99,41707.7258,15459.8289
2/17/2023,9373.5225,14590.7227,16959.0589,39374.3847,34199.1556,40529.5521,14426.8788,6042.5188,5159.2025,41373.5625,15491.8305
2/24/2023,8976.264,13739.0978,16710.3437,39627.1618,33172.5519,39281.0508,13860.4346,5843.5467,4813.9125,39984.0445,14719.0888
3/3/2023,9098.374,14090.1288,16333.963,41372.0777,33657.6834,39037.1534,14806.7714,6029.7571,4901.875,40823.6084,14503.7256
3/10/2023,8601.996,13246.9194,16004.8563,38957.9131,30270.7519,37352.43,14020.974,5572.1798,4514.305,39353.7351,14399.4264
3/17/2023,9051.8955,13731.6406,16165.0291,35169.4557,28865.4733,38055.6997,12864.4569,5215.757,4497.9545,41812.263,15464.991
3/24/2023,9350.0825,13634.6144,16759.1519,35710.5554,29283.8588,38045.5557,13279.1897,5186.4973,4415.6685,42424.1347,15215.3911
3/31/2023,10011.419,14333.8953,16986.9479,38074.814,29537.6655,38458.0768,13884.5267,5377.9027,4650.072,43537.0735,15458.6469
4/7/2023,10215.5155,14022.4488,17496.4675,39764.1985,29462.6437,39624.1061,13162.384,5488.3962,4639.355,43342.9816,16316.2836
4/14/2023,11073.0485,14396.6777,17744.1196,40441.939,30670.3136,39881.8817,13245.0451,5925.9961,4410.3,42819.5091,16039.2564
4/21/2023,10865.9115,14509.0557,18493.3249,38782.6795,32379.3821,40144.328,13574.9049,5921.2596,4495.062,42481.8713,16202.256
4/28/2023,11255.21,14439.0098,18738.2969,38476.5636,32383.7193,39820.6922,13277.6,5857.896,4543.2125,43228.7674,16167.1296
5/5/2023,11123.531,14366.2227,18984.1042,35740.3951,29884.0877,40640.1251,13127.9563,5737.4099,4408.56,43633.6319,16316.9083
5/12/2023,11628.5225,14421.2972,19042.6099,34790.1862,28657.2191,40240.6617,12972.3765,5433.7079,4398.874,43270.7077,16392.8413
5/19/2023,12011.796,14935.7453,18598.2597,35593.0433,29185.0009,40360.1407,13183.5323,5450.9245,4283.643,45040.2087,15623.3902
5/26/2023,12279.708,15113.9107,17745.9609,34329.8722,28945.4127,39300.3238,12924.4328,5338.6088,4153.695,47218.6807,15277.0955
6/2/2023,12571.998,15888.9106,17609.1174,34634.5886,29592.01,40479.389,13705.2294,5556.7631,4358.304,47642.5892,15594.5573
6/9/2023,12562.9875,16370.3842,17621.1045,34725.8117,30176.2934,40621.3076,13908.5824,5610.8743,4443.264,47604.3465,15812.3825
6/16/2023,12692.96,17046.1721,17937.3625,34023.8018,31716.1564,40861.5265,14902.8267,5936.9895,4558.6055,49888.4008,16177.181
6/23/2023,12709.504,16884.7105,17328.8421,31959.2881,31831.3153,40644.8228,14126.2253,5622.6087,4348.025,48007.217,15472.2081
6/30/2023,13126.636,17202.3052,17375.9401,33508.9403,32541.7943,41095.242,14893.4403,5964.4626,4649.0615,49942.3103,15298.181
7/7/2023,13149.8575,17030.7043,17301.4321,33392.4621,32541.8384,39921.0268,14822.9712,5688.7274,4682.181,49112.5981,15328.9958
7/14/2023,13715.3875,17483.8228,17769.396,33986.9836,33504.9059,40591.9582,15680.6774,5963.3913,4817.718,51046.9373,15540.8976
7/21/2023,13734.82,17184.046,17789.8254,34876.9501,35469.6358,41248.7477,15827.3458,6488.4245,4805.7,50929.0281,16058.947
7/28/2023,14549.8745,17604.8058,18284.6847,36402.4776,35810.559,40390.0842,16135.7962,6780.988,4711.6215,51523.5763,15615.2357
8/4/2023,14270.043,17361.4179,18059.463,36430.2755,35023.2979,40059.6489,15962.8022,6269.7327,4515.126,49594.6193,14764.039
8/11/2023,14437.512,17227.1319,18234.1313,38160.2306,34575.8783,40492.7905,15960.6606,5808.9065,4554.102,48393.6392,14646.036
8/18/2023,14013.924,16608.115,17365.7485,37759.7207,33157.5286,40261.3412,15428.8102,5510.4822,4420.6085,47608.4288,14388.3679
8/25/2023,14180.922,16845.2535,17096.3204,37035.1717,32497.6836,40325.2169,15317.895,5532.677,4426.8525,48901.5884,14518.7218
9/1/2023,14097.71,17561.3968,16777.7303,38630.2139,33236.3304,40627.3623,15631.9488,5752.0406,4497.35,51248.8091,14408.7134
9/8/2023,14091.732,18098.9863,16804.4587,38943.9801,32691.1731,39276.6677,15118.3994,5511.1707,4463.978,50352.0249,14738.2614
9/15/2023,13927.313,18940.4062,17044.9988,39189.2856,32389.9992,39520.2262,15075.48,5631.7576,4447.911,48990.441,14989.721
9/22/2023,13271.645,17630.4048,16635.2307,38150.9278,30499.1721,38656.5444,14950.508,5091.9908,4172.599,47688.09,14548.7356
9/29/2023,13107.443,17434.6575,16206.2557,39037.1089,30595.8563,37709.9188,14418.8719,4942.6586,4093.5105,47598.0422,13184.0647
10/6/2023,13529.202,16711.9928,15672.2375,37123.1647,30254.5769,38094.9223,14172.2883,5192.0848,4085.93,49095.999,13383.5707
10/13/2023,13876.783,16310.839,15782.9568,39148.5186,30172.7936,38316.912,14430.7955,5378.412,4191.197,49055.4614,13462.5327
10/20/2023,13915.984,15799.0068,15635.0151,40181.4233,28970.1927,37216.1984,14077.1862,5212.5465,4088.8375,47371.4298,13020.4325
10/27/2023,13053.321,15258.6665,15517.921,38085.548,27495.0187,35915.668,13610.1914,5195.8132,4061.5425,46621.0221,13112.8914
11/3/2023,13856.556,16294.895,15951.4994,38808.7337,29246.5695,36434.8419,14084.4016,5332.0128,4386.9945,49579.5369,14000.4125
11/10/2023,14101.3965,16511.7449,15372.6879,37211.2195,29320.1264,35849.988,13939.2113,5150.1434,4367.53,52474.7546,13621.7133
11/17/2023,14585.0705,17408.1745,15438.719,37710.272,30567.0709,37194.4653,14370.9864,5327.8189,4607.757,54265.258,13571.3814
11/24/2023,14834.188,17581.6271,15664.2401,37630.2918,31201.4602,37236.3729,14853.1458,5388.2926,4650.776,54890.724,13492.4026
12/1/2023,14873.3525,18178.8689,15894.3473,37699.9255,32355.7081,37230.8122,14704.4752,5523.915,4926.096,55740.0474,13844.7219
12/8/2023,15378.736,18523.2337,15558.938,36269.5315,32384.9603,37344.8163,14914.009,5245.4638,5086.18,56792.4057,14164.1555
12/15/2023,15674.114,19409.0258,15389.3937,36600.8851,32886.5042,37446.1119,15322.7995,5052.6017,5544,58613.4055,14420.3835
