Dates,XLC US Equity,XLY US Equity,XLP US Equity,XLE US Equity,XLF US Equity,XLV US Equity,XLI US Equity,XLB US Equity,XLRE US Equity,XLK US Equity,XLU US Equity
5/26/2023,62.16,151.97,73.43,78.77,32.11,127.53,98.34,76.24,35.7,164.78,64.59
6/2/2023,63.16,157,73.61,79.9,32.8,130.32,100.94,78.57,36.81,166.9,65.12
6/9/2023,63.21,161.2,73.11,81.33,33.15,130.42,102.4,79,37.12,166.01,66.39
6/16/2023,64.76,166.38,74.67,80.86,33.58,132.21,105.45,81.75,37.69,173.19,67.3
6/23/2023,64.06,165.45,73.78,77.36,32.74,132,103.28,79.67,35.86,168.65,65.03
6/30/2023,65.08,169.81,74.17,81.17,33.71,132.73,107.32,82.87,37.69,173.86,65.44
7/7/2023,65.05,169.37,73.46,80.79,33.59,129,106.2,81.24,37.79,171.21,65.39
7/14/2023,67.15,174.92,74.28,81.45,34.25,131.7,108.61,83.26,38.79,175.99,66.85
7/21/2023,65.56,170.98,75.63,84.3,35.26,136.24,109.55,83.75,38.6,176.13,68.46
7/28/2023,68.81,172.76,76.1,85.85,35.2,135.19,110.16,85.27,37.89,177.94,67.04
8/4/2023,67.09,171.55,74.65,86.92,34.91,132.4,108.24,83.57,37.07,171.16,63.99
8/11/2023,67.12,169.72,74.8,89.9,34.92,135.67,108.89,82.72,37.39,166.9,64.57
8/18/2023,65.06,162.66,73.02,88.81,33.98,133.53,106.24,80.83,36.19,164.96,63.49
8/25/2023,65.38,164.66,72.42,87.59,33.99,133.41,106.54,80.8,36.45,168.71,63.63
9/1/2023,67.1,169.67,72.14,90.74,34.69,133.57,108.8,83.82,37,176.2,62.64
9/8/2023,66.96,168.75,71.7,92.05,34.3,132.06,105.63,81.8,36.62,172.79,63.18
9/15/2023,67.51,171.79,72.05,92.01,34.83,132.19,105,81.71,36.79,168.9,64.94
9/22/2023,65.62,160.93,70.14,89.31,33.66,130.15,101.79,78.37,34.57,164.41,63.29
9/29/2023,65.57,160.98,68.81,90.39,33.17,128.74,101.38,78.55,34.07,163.93,58.93
10/6/2023,66.91,160.61,66.67,85.73,33.04,130.01,100.78,77.99,33.56,168.22,57.25
10/13/2023,67.07,158.97,66.8,89.59,33.21,130.19,101.75,77.64,34.34,168.63,59.3
10/20/2023,66.52,151.69,67.27,90.26,32.2,128.06,98.7,75.3,32.75,163.94,58.03
10/27/2023,63.09,149.59,66.58,84.63,31.45,123.14,96.44,74.95,32.35,161.12,58.73
11/3/2023,67.56,160.22,68.75,86.68,33.78,127.41,101.6,78.79,35.11,171.76,61.86
11/10/2023,68.47,161.4,68.96,83.41,33.91,126.27,102.55,77.36,34.39,179.52,60.32
11/17/2023,70.07,167.14,69.49,84.69,35.01,128.25,105.61,80.27,35.97,182.8,62.29
11/24/2023,70.96,168.24,70.41,84.93,35.38,131.13,106.34,81.12,36.32,184.41,62.69
12/1/2023,69.91,171.09,70.95,85.02,36.17,131.83,108.74,83.35,38.01,185.58,63.53
12/8/2023,70.48,173.19,70.11,82.23,36.13,132.07,108.96,81.93,37.9,186.66,63.41
12/15/2023,71.02,179.21,71.24,84.3,37.35,134.16,113.02,85.17,40,191.7,63.97
12/22/2023,72.61,179.48,71.22,84.98,37.34,135.02,113.13,85.6,39.73,192.05,62.62
12/29/2023,72.66,178.81,72.03,83.84,37.6,136.38,113.99,85.54,40.06,192.48,63.33
1/5/2024,72.04,172.62,72.01,84.68,37.75,139.12,111.43,84.34,39.29,184.12,64.53
1/12/2024,73.81,173.96,72.8,82.68,37.6,140.52,112.11,83.45,39.54,192.24,63.32
1/19/2024,74.83,174.89,72.05,80.17,37.93,139.46,112.45,82.23,38.7,200.17,60.98
1/26/2024,77.68,171.68,72.63,84.25,38.65,139.27,113.43,82.51,38.49,201.75,61.21
2/2/2024,79.74,177.32,74.17,83.52,38.98,141.99,115.58,83.09,38.31,202.24,61.49
2/9/2024,79.17,179.9,73.11,83.31,39.08,144.01,116.95,83.14,38.41,207.84,60.27
2/16/2024,78.95,179.02,73.28,85.57,39.63,145.62,118.03,85.17,38.35,202.57,61.23
2/23/2024,79.72,181.29,74.78,85.96,40.3,147.86,120.22,86.83,38.72,205.29,61.96
3/1/2024,80.02,185.02,74.46,87.14,40.29,146.34,121.52,87.96,39.54,210.76,61.72
3/8/2024,79.59,180.31,75.16,88.17,40.62,146.43,122.3,89.35,40.17,207.35,63.75
3/15/2024,79.29,178.05,75.53,91.56,40.79,145.36,122.04,90.8,39.04,205.63,63.46
3/22/2024,81.82,182.72,75.64,92.4,41.42,145.44,125.21,91.37,38.62,209.91,63.86
3/29/2024,81.66,183.89,76.36,94.41,42.12,147.73,125.96,92.89,39.53,208.27,65.65
4/5/2024,82.52,178.84,74.33,98.08,41.57,143.22,125.67,92.77,38.38,206.45,65.16
4/12/2024,81.33,177.11,73.38,96.13,40.06,138.91,122.9,89.92,37.24,205.42,64.2
4/19/2024,79.47,169.76,74.44,94.97,40.38,138.95,120.47,88.96,35.88,192.53,65.43
4/26/2024,80.11,175.91,75.59,95.74,40.82,139.96,122.66,89.52,36.46,199.83,66.19
5/3/2024,80.21,177.91,75.88,92.57,40.55,140.83,122.77,89.53,37.02,202.55,68.41
5/10/2024,81.79,178.1,77.62,93.83,41.83,143.59,125.68,91.84,37.81,205.54,71.27
5/17/2024,82.61,178.7,78.21,94.96,42.49,146.31,125.33,92.15,38.76,211.82,72.34
5/24/2024,82.95,175.54,77.1,91.37,41.61,144.42,124.46,91.36,37.35,215.19,71.5
5/31/2024,83.26,175.97,77.34,93.2,41.64,143.7,123.51,91.53,38.05,210.16,72.72
6/7/2024,84.4,177.66,77.66,89.99,41.48,146.43,122.33,89.79,37.97,215.6,69.94
6/14/2024,84.13,178.33,76.95,88.04,40.65,145.88,121.15,88.98,38.53,227.67,69.94
6/21/2024,84.94,182.61,77.67,89.75,41.33,146.81,122.97,89.64,38.48,228.41,69.39
6/28/2024,85.66,182.4,76.58,91.15,41.11,145.75,121.87,88.31,38.41,226.23,68.14
7/5/2024,87.76,189.3,77.38,90.1,41.54,144.41,121.22,87.9,38.3,232.88,68.55
7/12/2024,86.31,191.49,77.45,90.52,42.38,148.27,124.18,90.5,39.99,233.8,71.26
7/19/2024,85.11,187.81,78.09,92.37,42.85,147.87,124.87,90.11,40.51,220.87,70.13
7/26/2024,83.7,182.61,78.49,92.19,43.41,149.96,126.3,91.33,40.73,216.28,71.17
8/2/2024,84.74,176.16,79.26,88.4,42.06,150.86,122.73,90.04,41.86,204.72,74.22
8/9/2024,85.21,174.34,79.15,89.41,42.4,149.98,124.28,88.56,41.81,205.63,73.61
8/16/2024,86.26,183.13,80.51,90.47,43.77,152.87,126.97,90.57,41.86,221.4,74.44
8/23/2024,87.5,187.87,81.84,90.39,44.43,155.45,129.28,92.73,43.37,223.96,75.42
8/30/2024,87.32,187.12,82.51,91.28,45.74,157.2,131.46,94.28,43.55,220.33,76.29
9/6/2024,83.77,182.4,82.99,86.01,44.29,153.95,125.89,89.89,43.63,203.92,75.91
9/13/2024,86.87,192.48,83.93,85.59,44.51,156.16,130.57,92.69,45.21,220.44,78.54
9/20/2024,88.9,196.69,83.05,88.76,45.66,155.28,133.18,94.07,44.68,222.53,80.08
9/27/2024,90.01,200.84,83.02,87.19,45.15,153.02,134.83,96.92,44.29,225.1,80.42
10/4/2024,90.88,198.17,81.47,93.18,45.65,151.64,135.51,95.17,43.52,225.29,81.31
10/11/2024,90.43,196.58,81.64,92.81,46.51,153.89,138.42,95.89,43.43,230.81,79.25
10/18/2024,91.23,199.51,82.24,90.34,47.62,153.13,139.27,97.63,44.74,230.91,81.95
10/25/2024,90.85,200.81,81.06,89.77,46.63,148.59,135.4,93.96,44.07,230.29,80.38
11/1/2024,92.4,200.09,80.15,88.03,46.64,147.74,134.01,93.13,42.74,223.91,78.13
11/8/2024,96.18,215.12,80.82,93.75,49.19,150.18,142.09,94.47,43.91,237.16,79.18
11/15/2024,95.15,213.44,79.96,94.73,49.87,141.84,139.11,91.28,42.98,228.71,79.25
11/22/2024,96.88,218.1,81.84,97.27,50.73,144.16,142.65,94.09,44.09,233.6,81.45
11/29/2024,98.4,222.3,83.22,95.53,51.34,147.41,143.99,94.78,45,233.73,82.93
12/6/2024,100.93,232.8,82.38,91.02,50.4,144.28,140.56,91.91,43.77,240.84,79.69
12/13/2024,100.94,235.49,82.04,89.22,49.54,140.99,137.43,89.23,42.83,239.05,77.64
12/20/2024,97.96,228.91,79.94,84.14,48.51,138,133.82,85.58,40.79,235.96,76.43
12/27/2024,98.16,229.74,79.3,84.56,48.75,138.95,133.26,84.94,40.54,237.49,76.08
1/3/2025,97.88,225.88,78.33,87.47,48.59,138.96,132.72,83.19,40.84,235.75,77.08
